gin.py,INFO,20230222081819-3025,GET GA4 DATA,2023-02-22 08:18:19
gin.py,INFO,20230222081831-7816,GA4 DATA IMPORTED,2023-02-22 08:18:31
gin.py,INFO,20230222081831-6989,GET INSTAGRAM DATA,2023-02-22 08:18:31
gin.py,INFO,20230222081831-9658,INSTAGRAM DATA IMPORTED,2023-02-22 08:18:31
gin.py,INFO,20230222081831-5826,GET NAVER QC DATA,2023-02-22 08:18:31
gin.py,INFO,20230222081840-2349,NAVER QC DATA IMPORTED,2023-02-22 08:18:40
gin.py,INFO,20230222081840-6077,A LOOP FINISHED,2023-02-22 08:18:40
gin.py,INFO,20230222095900-5697,GET GA4 DATA,2023-02-22 09:59:00
gin.py,INFO,20230222095917-5088,GA4 DATA IMPORTED,2023-02-22 09:59:17
gin.py,INFO,20230222095917-7358,GET INSTAGRAM DATA,2023-02-22 09:59:17
gin.py,INFO,20230222095918-6361,INSTAGRAM DATA IMPORTED,2023-02-22 09:59:18
gin.py,INFO,20230222095918-3468,GET NAVER QC DATA,2023-02-22 09:59:18
gin.py,INFO,20230222095927-8654,NAVER QC DATA IMPORTED,2023-02-22 09:59:27
gin.py,INFO,20230222095927-8772,A LOOP FINISHED,2023-02-22 09:59:27
gin.py,INFO,20230222105900-6810,GET GA4 DATA,2023-02-22 10:59:00
gin.py,INFO,20230222105918-1029,GA4 DATA IMPORTED,2023-02-22 10:59:18
gin.py,INFO,20230222105918-9329,GET INSTAGRAM DATA,2023-02-22 10:59:18
gin.py,INFO,20230222105918-2854,INSTAGRAM DATA IMPORTED,2023-02-22 10:59:18
gin.py,INFO,20230222105918-4712,GET NAVER QC DATA,2023-02-22 10:59:18
gin.py,INFO,20230222105927-3633,NAVER QC DATA IMPORTED,2023-02-22 10:59:27
gin.py,INFO,20230222105927-2639,A LOOP FINISHED,2023-02-22 10:59:27
gin.py,INFO,20230222115900-4104,GET GA4 DATA,2023-02-22 11:59:00
gin.py,INFO,20230222115916-9440,GA4 DATA IMPORTED,2023-02-22 11:59:16
gin.py,INFO,20230222115916-7477,GET INSTAGRAM DATA,2023-02-22 11:59:16
gin.py,INFO,20230222115916-6187,INSTAGRAM DATA IMPORTED,2023-02-22 11:59:16
gin.py,INFO,20230222115916-2434,GET NAVER QC DATA,2023-02-22 11:59:16
gin.py,INFO,20230222115925-4491,NAVER QC DATA IMPORTED,2023-02-22 11:59:25
gin.py,INFO,20230222115925-3310,A LOOP FINISHED,2023-02-22 11:59:25
gin.py,INFO,20230222125900-5722,GET GA4 DATA,2023-02-22 12:59:00
gin.py,INFO,20230222125915-981,GA4 DATA IMPORTED,2023-02-22 12:59:15
gin.py,INFO,20230222125915-1254,GET INSTAGRAM DATA,2023-02-22 12:59:15
gin.py,INFO,20230222125916-1117,INSTAGRAM DATA IMPORTED,2023-02-22 12:59:16
gin.py,INFO,20230222125916-9883,GET NAVER QC DATA,2023-02-22 12:59:16
gin.py,INFO,20230222125925-9734,NAVER QC DATA IMPORTED,2023-02-22 12:59:25
gin.py,INFO,20230222125925-8498,A LOOP FINISHED,2023-02-22 12:59:25
gin.py,INFO,20230222135900-41,GET GA4 DATA,2023-02-22 13:59:00
gin.py,INFO,20230222135918-6810,GA4 DATA IMPORTED,2023-02-22 13:59:18
gin.py,INFO,20230222135918-5564,GET INSTAGRAM DATA,2023-02-22 13:59:18
gin.py,INFO,20230222135919-14,INSTAGRAM DATA IMPORTED,2023-02-22 13:59:19
gin.py,INFO,20230222135919-454,GET NAVER QC DATA,2023-02-22 13:59:19
gin.py,INFO,20230222135928-1988,NAVER QC DATA IMPORTED,2023-02-22 13:59:28
gin.py,INFO,20230222135928-8181,A LOOP FINISHED,2023-02-22 13:59:28
gin.py,INFO,20230222145901-5637,GET GA4 DATA,2023-02-22 14:59:01
gin.py,INFO,20230222145916-1273,GA4 DATA IMPORTED,2023-02-22 14:59:16
gin.py,INFO,20230222145916-5065,GET INSTAGRAM DATA,2023-02-22 14:59:16
gin.py,INFO,20230222145917-4562,INSTAGRAM DATA IMPORTED,2023-02-22 14:59:17
gin.py,INFO,20230222145917-282,GET NAVER QC DATA,2023-02-22 14:59:17
gin.py,INFO,20230222145926-2284,NAVER QC DATA IMPORTED,2023-02-22 14:59:26
gin.py,INFO,20230222145926-9759,A LOOP FINISHED,2023-02-22 14:59:26
gin.py,INFO,20230222155900-7274,GET GA4 DATA,2023-02-22 15:59:00
gin.py,INFO,20230222155913-3229,GA4 DATA IMPORTED,2023-02-22 15:59:13
gin.py,INFO,20230222155913-7207,GET INSTAGRAM DATA,2023-02-22 15:59:13
gin.py,INFO,20230222155913-6020,INSTAGRAM DATA IMPORTED,2023-02-22 15:59:13
gin.py,INFO,20230222155913-8437,GET NAVER QC DATA,2023-02-22 15:59:13
gin.py,INFO,20230222155923-7135,NAVER QC DATA IMPORTED,2023-02-22 15:59:23
gin.py,INFO,20230222155923-3840,A LOOP FINISHED,2023-02-22 15:59:23
gin.py,INFO,20230222165900-1103,GET GA4 DATA,2023-02-22 16:59:00
gin.py,INFO,20230222165915-1927,GA4 DATA IMPORTED,2023-02-22 16:59:15
gin.py,INFO,20230222165915-4979,GET INSTAGRAM DATA,2023-02-22 16:59:15
gin.py,INFO,20230222165916-3166,INSTAGRAM DATA IMPORTED,2023-02-22 16:59:16
gin.py,INFO,20230222165916-9449,GET NAVER QC DATA,2023-02-22 16:59:16
gin.py,INFO,20230222165925-9784,NAVER QC DATA IMPORTED,2023-02-22 16:59:25
gin.py,INFO,20230222165925-6257,A LOOP FINISHED,2023-02-22 16:59:25
gin.py,INFO,20230222175900-1043,GET GA4 DATA,2023-02-22 17:59:00
gin.py,INFO,20230222175916-2794,GA4 DATA IMPORTED,2023-02-22 17:59:16
gin.py,INFO,20230222175916-6091,GET INSTAGRAM DATA,2023-02-22 17:59:16
gin.py,INFO,20230222175917-2236,INSTAGRAM DATA IMPORTED,2023-02-22 17:59:17
gin.py,INFO,20230222175917-7297,GET NAVER QC DATA,2023-02-22 17:59:17
gin.py,INFO,20230222175926-2850,NAVER QC DATA IMPORTED,2023-02-22 17:59:26
gin.py,INFO,20230222175926-402,A LOOP FINISHED,2023-02-22 17:59:26
gin.py,INFO,20230222185900-6237,GET GA4 DATA,2023-02-22 18:59:00
gin.py,INFO,20230222185917-5709,GA4 DATA IMPORTED,2023-02-22 18:59:17
gin.py,INFO,20230222185917-148,GET INSTAGRAM DATA,2023-02-22 18:59:17
gin.py,INFO,20230222185917-6261,INSTAGRAM DATA IMPORTED,2023-02-22 18:59:17
gin.py,INFO,20230222185917-3736,GET NAVER QC DATA,2023-02-22 18:59:17
gin.py,INFO,20230222185926-8464,NAVER QC DATA IMPORTED,2023-02-22 18:59:26
gin.py,INFO,20230222185926-2070,A LOOP FINISHED,2023-02-22 18:59:26
gin.py,INFO,20230222195900-8008,GET GA4 DATA,2023-02-22 19:59:00
gin.py,INFO,20230222195916-2451,GA4 DATA IMPORTED,2023-02-22 19:59:16
gin.py,INFO,20230222195916-1053,GET INSTAGRAM DATA,2023-02-22 19:59:16
gin.py,INFO,20230222195917-780,INSTAGRAM DATA IMPORTED,2023-02-22 19:59:17
gin.py,INFO,20230222195917-5131,GET NAVER QC DATA,2023-02-22 19:59:17
gin.py,INFO,20230222195925-7409,NAVER QC DATA IMPORTED,2023-02-22 19:59:25
gin.py,INFO,20230222195925-3560,A LOOP FINISHED,2023-02-22 19:59:25
gin.py,INFO,20230222205900-3377,GET GA4 DATA,2023-02-22 20:59:00
gin.py,INFO,20230222205915-3382,GA4 DATA IMPORTED,2023-02-22 20:59:15
gin.py,INFO,20230222205915-4399,GET INSTAGRAM DATA,2023-02-22 20:59:15
gin.py,INFO,20230222205916-6480,INSTAGRAM DATA IMPORTED,2023-02-22 20:59:16
gin.py,INFO,20230222205916-5420,GET NAVER QC DATA,2023-02-22 20:59:16
gin.py,INFO,20230222205924-367,NAVER QC DATA IMPORTED,2023-02-22 20:59:24
gin.py,INFO,20230222205924-7790,A LOOP FINISHED,2023-02-22 20:59:24
gin.py,INFO,20230222215900-7283,GET GA4 DATA,2023-02-22 21:59:00
gin.py,INFO,20230222215917-4169,GA4 DATA IMPORTED,2023-02-22 21:59:17
gin.py,INFO,20230222215917-967,GET INSTAGRAM DATA,2023-02-22 21:59:17
gin.py,INFO,20230222215917-5557,INSTAGRAM DATA IMPORTED,2023-02-22 21:59:17
gin.py,INFO,20230222215917-1023,GET NAVER QC DATA,2023-02-22 21:59:17
gin.py,INFO,20230222215926-8663,NAVER QC DATA IMPORTED,2023-02-22 21:59:26
gin.py,INFO,20230222215926-5221,A LOOP FINISHED,2023-02-22 21:59:26
gin.py,INFO,20230222225900-5676,GET GA4 DATA,2023-02-22 22:59:00
gin.py,INFO,20230222225916-2821,GA4 DATA IMPORTED,2023-02-22 22:59:16
gin.py,INFO,20230222225916-7806,GET INSTAGRAM DATA,2023-02-22 22:59:16
gin.py,INFO,20230222225916-8398,INSTAGRAM DATA IMPORTED,2023-02-22 22:59:16
