2023-02-01,11817448@n,22,1,38700,5,3,3,3.2562569729689637
2023-02-01,118205179@n,275,1,161000,1,5,5,4.487486054062072
2023-02-01,118315241@n,237,1,36900,1,3,3,2.7437430270310363
2023-02-01,11843313@n,134,1,70800,3,4,5,4.323346578293412
2023-02-01,118495287@n,235,1,34485,1,2,2,1.871871513515518
2023-02-01,118836294@n,133,1,40700,3,4,4,3.8718715135155177
2023-02-01,11884441@n,41,2,35200,5,5,2,3.6455748056663175
2023-02-01,11912022@n,134,1,38700,3,3,3,3.0
2023-02-01,119156941@n,0,1,15400,5,1,1,1.5125139459379278
2023-02-01,119216770@n,54,1,38700,5,3,3,3.2562569729689637
2023-02-01,119244330@n,273,1,17400,1,1,1,1.0
2023-02-01,119270275@n,278,1,17400,1,1,1,1.0
2023-02-01,11969396@n,265,1,27800,1,1,1,1.0
2023-02-01,12007802@n,57,3,121666,5,5,5,5.0
2023-02-01,120136480@n,241,2,76400,1,5,5,4.487486054062072
2023-02-01,12021573@n,69,2,105230,4,5,5,4.871871513515518
2023-02-01,120285314@n,40,1,15900,5,1,1,1.5125139459379278
2023-02-01,12038353@n,63,2,56100,4,5,4,4.420396448737623
2023-02-01,12040830@n,91,1,114468,4,4,5,4.451475064777894
2023-02-01,120419615@n,126,1,39268,3,3,3,3.0
2023-02-01,12067035@n,250,1,14400,1,1,1,1.0
2023-02-01,120705752@n,121,1,27682,4,1,1,1.384385459453446
2023-02-01,120831045@n,53,1,47900,5,4,4,4.128128486484481
2023-02-01,120859707@n,250,1,15400,1,1,1,1.0
2023-02-01,120951946@n,170,1,38700,3,3,3,3.0
2023-02-01,121233572@n,282,1,36500,1,2,3,2.323346578293412
2023-02-01,12138925@n,266,1,42600,1,4,4,3.615614540546554
2023-02-01,12149273@n,162,1,38700,3,3,3,3.0
2023-02-01,121534794@n,51,1,111090,5,4,5,4.579603551262376
2023-02-01,121670063@n,160,2,124500,3,5,5,4.7437430270310355
2023-02-01,12179609@n,155,1,31492,3,2,2,2.128128486484482
2023-02-01,122014449@n,161,1,64400,3,4,4,3.8718715135155177
2023-02-01,12220557@n,220,1,13900,2,1,1,1.1281284864844818
2023-02-01,12237890@n,68,1,40700,4,4,4,4.0
2023-02-01,12250688@n,171,2,154725,3,5,5,4.7437430270310355
2023-02-01,12279308@n,171,1,38900,3,3,3,3.0
2023-02-01,12313222@n,217,1,23800,2,1,1,1.1281284864844818
2023-02-01,123132949@n,210,1,36500,2,2,3,2.451475064777894
2023-02-01,123213524@n,117,1,28800,4,1,2,1.83586052423134
2023-02-01,123284026@n,16,1,36900,5,3,3,3.2562569729689637
2023-02-01,123295961@n,209,2,69844,2,5,5,4.615614540546554
2023-02-01,123412881@n,60,2,75434,4,5,5,4.871871513515518
2023-02-01,123476900@n,20,3,109969,5,5,5,5.0
2023-02-01,123499296@n,197,1,15400,2,1,1,1.1281284864844818
2023-02-01,123545494@n,154,4,97310,3,5,5,4.7437430270310355
2023-02-01,12368804@n,50,1,38800,5,3,3,3.2562569729689637
2023-02-01,12395622@n,286,1,17400,1,1,1,1.0
2023-02-01,12397040@n,278,1,33400,1,2,2,1.871871513515518
2023-02-01,124048580@n,40,2,73007,5,5,5,5.0
2023-02-01,124106074@n,118,1,23300,4,1,1,1.384385459453446
2023-02-01,12412052@n,56,1,39288,5,3,3,3.2562569729689637
2023-02-01,12416623@n,182,1,35500,3,2,2,2.128128486484482
2023-02-01,124450333@n,153,2,111011,3,5,5,4.7437430270310355
2023-02-01,124544599@n,27,2,91007,5,5,5,5.0
2023-02-01,12479273@n,283,1,38700,1,3,3,2.7437430270310363
2023-02-01,12501797@n,96,1,64285,4,4,4,4.0
2023-02-01,125048420@n,29,1,30900,5,2,2,2.384385459453446
2023-02-01,125144635@n,85,1,38700,4,3,3,3.128128486484482
2023-02-01,125205887@n,60,1,38700,4,3,3,3.128128486484482
2023-02-01,12535148@n,76,2,53439,4,5,4,4.420396448737623
2023-02-01,125765944@n,238,1,31900,1,2,2,1.871871513515518
2023-02-01,12578994@n,236,1,17400,1,1,1,1.0
2023-02-01,12581389@n,198,1,36900,2,3,3,2.8718715135155177
2023-02-01,125855565@n,189,2,30913,2,5,2,3.261189346212872
2023-02-01,125929061@n,265,1,40400,1,4,4,3.615614540546554
2023-02-01,12628260@n,46,1,48600,5,4,4,4.128128486484481
2023-02-01,126283213@n,55,2,51871,5,5,4,4.5485249352221055
2023-02-01,126288615@n,87,1,37000,4,3,3,3.128128486484482
2023-02-01,12636896@n,177,1,38500,3,3,3,3.0
2023-02-01,12643408@n,13,2,34800,5,5,2,3.6455748056663175
2023-02-01,12648618@n,120,2,72688,4,5,5,4.871871513515518
2023-02-01,12654892@n,217,2,176670,2,5,5,4.615614540546554
2023-02-01,126865340@n,239,1,15900,1,1,1,1.0
2023-02-01,12686888@n,104,1,45139,4,4,4,4.0
2023-02-01,12689520@n,7,1,40700,5,4,4,4.128128486484481
2023-02-01,1270020@n,112,1,70400,4,4,5,4.451475064777894
2023-02-01,12700611@n,68,2,87005,4,5,5,4.871871513515518
2023-02-01,12713052@n,217,1,35800,2,2,2,2.0
2023-02-01,127230816@n,289,1,39300,1,3,3,2.7437430270310363
2023-02-01,12728389@n,34,1,35500,5,2,2,2.384385459453446
2023-02-01,127324415@n,286,1,38800,1,3,3,2.7437430270310363
2023-02-01,127335869@n,264,1,17400,1,1,1,1.0
2023-02-01,127389177@n,111,3,128351,4,5,5,4.871871513515518
2023-02-01,127468820@n,0,1,41800,5,4,4,4.128128486484481
2023-02-01,12762673@n,210,2,84479,2,5,5,4.615614540546554
2023-02-01,12783013@n,195,2,71747,2,5,5,4.615614540546554
2023-02-01,127853862@n,0,3,91962,5,5,5,5.0
2023-02-01,127924665@n,229,1,32900,1,2,2,1.871871513515518
2023-02-01,127962420@n,237,2,52400,1,5,4,4.036010989284177
2023-02-01,12808518@n,232,1,41434,1,4,4,3.615614540546554
2023-02-01,128178833@n,215,1,79400,2,4,5,4.19521809180893
2023-02-01,12831548@n,169,1,34400,3,2,2,2.128128486484482
2023-02-01,128465304@n,285,1,61813,1,4,4,3.615614540546554
2023-02-01,12855147@n,286,1,32600,1,2,2,1.871871513515518
2023-02-01,12862970@n,264,1,35146,1,2,2,1.871871513515518
2023-02-01,12872331@n,84,1,41046,4,4,4,4.0
2023-02-01,129038146@n,26,2,73366,5,5,5,5.0
2023-02-01,12915523@n,267,1,39479,1,3,3,2.7437430270310363
2023-02-01,12924511@n,287,1,37700,1,3,3,2.7437430270310363
2023-02-01,129495991@n,217,1,30500,2,2,2,2.0
2023-02-01,129546760@n,214,1,15400,2,1,1,1.1281284864844818
2023-02-01,129612873@n,290,1,16900,1,1,1,1.0
2023-02-01,129623340@n,292,1,39300,1,3,3,2.7437430270310363
2023-02-01,12978463@n,216,1,31500,2,2,2,2.0
2023-02-01,129885799@n,286,1,49900,1,4,4,3.615614540546554
2023-02-01,129897633@n,160,1,29900,3,2,2,2.128128486484482
2023-02-01,12991138@n,287,1,15400,1,1,1,1.0
2023-02-01,13014880@n,264,1,12900,1,1,1,1.0
2023-02-01,130368145@n,284,1,14400,1,1,1,1.0
2023-02-01,130499640@n,284,1,34337,1,2,2,1.871871513515518
2023-02-01,13055307@n,286,1,35500,1,2,2,1.871871513515518
2023-02-01,13062403@n,111,2,149879,4,5,5,4.871871513515518
2023-02-01,130801141@n,60,2,69038,4,5,5,4.871871513515518
2023-02-01,131011917@n,262,1,41000,1,4,4,3.615614540546554
2023-02-01,13113315@n,40,1,38700,5,3,3,3.2562569729689637
2023-02-01,13115246@n,255,1,35500,1,2,2,1.871871513515518
2023-02-01,131301621@n,159,1,36676,3,2,3,2.579603551262376
2023-02-01,13148804@n,96,2,70332,4,5,5,4.871871513515518
2023-02-01,131517427@n,98,3,349644,4,5,5,4.871871513515518
2023-02-01,131577697@n,13,1,45600,5,4,4,4.128128486484481
2023-02-01,13168722@n,68,1,36500,4,2,3,2.707732037746858
2023-02-01,13177466@n,37,2,69071,5,5,5,5.0
2023-02-01,13206936@n,49,1,37625,5,3,3,3.2562569729689637
2023-02-01,132110283@n,23,2,34700,5,5,2,3.6455748056663175
2023-02-01,13214968@n,230,1,30900,1,2,2,1.871871513515518
2023-02-01,13218579@n,151,1,41800,3,4,4,3.8718715135155177
2023-02-01,132316642@n,229,1,13900,1,1,1,1.0
2023-02-01,13242893@n,251,1,14400,1,1,1,1.0
2023-02-01,132437847@n,284,1,13900,1,1,1,1.0
2023-02-01,13258675@n,248,1,36900,1,3,3,2.7437430270310363
2023-02-01,13264260@n,73,1,38700,4,3,3,3.128128486484482
2023-02-01,132658364@n,87,2,79053,4,5,5,4.871871513515518
2023-02-01,13268630@n,12,1,36900,5,3,3,3.2562569729689637
2023-02-01,132779479@n,163,2,51153,3,5,4,4.292267962253142
2023-02-01,132870654@n,285,1,38700,1,3,3,2.7437430270310363
2023-02-01,132956468@n,251,1,13900,1,1,1,1.0
2023-02-01,13295881@n,128,1,30327,3,2,2,2.128128486484482
2023-02-01,133007825@n,272,1,15400,1,1,1,1.0
2023-02-01,133031391@n,5,1,35500,5,2,2,2.384385459453446
2023-02-01,133052998@n,250,1,37345,1,3,3,2.7437430270310363
2023-02-01,13322127@n,85,1,40700,4,4,4,4.0
2023-02-01,13349162@n,181,1,38700,3,3,3,3.0
2023-02-01,13351623@n,284,1,36604,1,2,3,2.323346578293412
2023-02-01,133770306@n,232,1,15807,1,1,1,1.0
2023-02-01,13382943@n,132,1,36900,3,3,3,3.0
2023-02-01,133910219@n,271,1,19300,1,1,1,1.0
2023-02-01,134149431@n,219,3,161800,2,5,5,4.615614540546554
2023-02-01,134211100@n,257,1,41800,1,4,4,3.615614540546554
2023-02-01,13428427@n,51,3,50904,5,5,4,4.5485249352221055
2023-02-01,134295445@n,251,1,36500,1,2,3,2.323346578293412
2023-02-01,13430127@n,118,1,38700,4,3,3,3.128128486484482
2023-02-01,13446161@n,77,1,37793,4,3,3,3.128128486484482
2023-02-01,13453629@n,271,1,15400,1,1,1,1.0
2023-02-01,13471831@n,165,1,36900,3,3,3,3.0
2023-02-01,134774364@n,201,2,29800,2,5,2,3.261189346212872
2023-02-01,13481039@n,28,1,35500,5,2,2,2.384385459453446
2023-02-01,134816627@n,29,1,66600,5,4,5,4.579603551262376
2023-02-01,134876148@n,256,1,64800,1,4,4,3.615614540546554
2023-02-01,13507560@n,62,1,13900,4,1,1,1.384385459453446
2023-02-01,135232801@n,11,1,35500,5,2,2,2.384385459453446
2023-02-01,135270031@n,216,2,84985,2,5,5,4.615614540546554
2023-02-01,13554247@n,79,1,76000,4,4,5,4.451475064777894
2023-02-01,135557535@n,89,1,36400,4,2,2,2.2562569729689637
2023-02-01,135720938@n,83,1,38900,4,3,3,3.128128486484482
2023-02-01,135781315@n,229,1,30900,1,2,2,1.871871513515518
2023-02-01,135788394@n,70,1,38700,4,3,3,3.128128486484482
2023-02-01,13587421@n,236,1,35766,1,2,2,1.871871513515518
2023-02-01,13600101@n,225,1,30900,2,2,2,2.0
2023-02-01,136142696@n,270,1,34400,1,2,2,1.871871513515518
2023-02-01,13619121@n,64,1,114204,4,4,5,4.451475064777894
2023-02-01,136193878@n,0,1,38700,5,3,3,3.2562569729689637
2023-02-01,13624582@n,173,2,31123,3,5,2,3.389317832697354
2023-02-01,1362524@n,216,1,38700,2,3,3,2.8718715135155177
2023-02-01,136265885@n,217,2,39200,2,5,3,3.712664410990766
2023-02-01,13628355@n,194,1,36733,2,2,3,2.451475064777894
2023-02-01,13633004@n,30,1,37800,5,3,3,3.2562569729689637
2023-02-01,136537678@n,290,1,38700,1,3,3,2.7437430270310363
2023-02-01,13654035@n,77,1,35738,4,2,2,2.2562569729689637
2023-02-01,13655748@n,96,1,38800,4,3,3,3.128128486484482
2023-02-01,13660625@n,99,2,78800,4,5,5,4.871871513515518
2023-02-01,136673578@n,274,1,14400,1,1,1,1.0
2023-02-01,136855625@n,142,2,49857,3,5,4,4.292267962253142
2023-02-01,136861037@n,123,1,38700,4,3,3,3.128128486484482
2023-02-01,136889191@n,41,2,32300,5,5,2,3.6455748056663175
2023-02-01,136957667@n,44,2,51221,5,5,4,4.5485249352221055
2023-02-01,136992382@n,126,1,38700,3,3,3,3.0
2023-02-01,137020848@n,81,1,38800,4,3,3,3.128128486484482
2023-02-01,137082947@n,187,1,35500,3,2,2,2.128128486484482
2023-02-01,13726715@n,216,1,40681,2,4,4,3.743743027031036
2023-02-01,13727967@n,6,1,40300,5,4,4,4.128128486484481
2023-02-01,137403993@n,54,1,28300,5,1,1,1.5125139459379278
2023-02-01,137441407@n,220,1,34800,2,2,2,2.0
2023-02-01,137501497@n,36,1,38700,5,3,3,3.2562569729689637
2023-02-01,13755125@n,25,1,26800,5,1,1,1.5125139459379278
2023-02-01,13771115@n,10,1,41800,5,4,4,4.128128486484481
2023-02-01,13824544@n,48,1,38700,5,3,3,3.2562569729689637
2023-02-01,13834668@n,276,1,37200,1,3,3,2.7437430270310363
2023-02-01,138499477@n,145,2,132800,3,5,5,4.7437430270310355
2023-02-01,13869810@n,149,1,66800,3,4,5,4.323346578293412
2023-02-01,13874880@n,223,1,24800,2,1,1,1.1281284864844818
2023-02-01,138789710@n,173,1,34400,3,2,2,2.128128486484482
2023-02-01,13885892@n,286,1,162000,1,5,5,4.487486054062072
