id,R,F,M,r_grade,f_grade,m_grade
2068735302@k,105,1,36700.0,2,1,1
2068788971@k,205,1,114000.0,1,1,3
2069043264@k,142,1,37900.0,2,1,1
20691574@n,24,1,62600.0,4,1,2
2069249280@k,28,2,80835.0,4,2,2
2069665386@k,59,2,70025.0,3,2,2
2069671632@k,97,1,40739.0,3,1,1
20698438@n,135,1,38900.0,2,1,1
2070392043@k,206,2,48400.0,1,2,1
2070477503@k,170,1,31800.0,1,1,1
2070480584@k,101,1,57039.0,2,1,2
2070496191@k,198,1,154000.0,1,1,3
2070499575@k,106,1,35722.0,2,1,1
2070568528@k,167,1,41000.0,1,1,1
2070579556@k,212,1,110665.0,1,1,3
20705851@n,132,1,40900.0,2,1,1
2070605646@k,212,1,32200.0,1,1,1
2070613103@k,80,1,6563.0,3,1,1
2070643883@k,43,1,20950.0,4,1,1
2070647471@k,58,1,17950.0,3,1,1
2070717036@k,168,1,41900.0,1,1,1
2070743674@k,67,1,32400.0,3,1,1
2070886515@k,86,2,74900.0,3,2,2
2070908110@k,139,1,42223.0,2,1,1
2070992740@k,191,1,138600.0,1,1,3
2071375691@k,166,1,35961.0,1,1,1
2071568255@k,94,1,27723.0,3,1,1
2071810898@k,87,1,58600.0,3,1,2
2071841193@k,100,1,37134.0,2,1,1
2072023291@k,205,1,101756.0,1,1,2
2072027637@k,90,1,37657.0,3,1,1
2072073193@k,164,1,60669.0,1,1,2
2072074352@k,74,1,29200.0,3,1,1
2072100213@k,205,1,30400.0,1,1,1
2072165313@k,196,1,50000.0,1,1,1
2072256294@k,8,1,41900.0,4,1,1
207257387@n,205,1,33700.0,1,1,1
20726325@n,146,1,35679.0,2,1,1
2072762423@k,115,1,114500.0,2,1,3
20728365@n,178,1,36290.0,1,1,1
20728639@n,137,1,43800.0,2,1,1
2072920852@k,202,1,46900.0,1,1,1
2073163145@k,3,2,78639.0,4,2,2
2073221476@k,25,1,41900.0,4,1,1
2073270109@k,122,1,42700.0,2,1,1
2073286232@k,194,1,40769.0,1,1,1
2073288609@k,101,1,40777.0,2,1,1
2073374928@k,200,1,15900.0,1,1,1
2073477725@k,79,1,37150.0,3,1,1
2073725404@k,87,1,36800.0,3,1,1
2073888628@k,40,1,21200.0,4,1,1
2073957014@k,162,1,41700.0,1,1,1
2073962171@k,9,2,128602.0,4,2,3
2073984959@k,36,2,74650.0,4,2,2
2074110490@k,166,1,23832.0,1,1,1
2074297611@k,7,1,25800.0,4,1,1
20743298@n,45,1,37900.0,4,1,1
2074393639@k,52,1,46902.0,3,1,1
20745442@n,137,1,40900.0,2,1,1
2074628857@k,13,3,126269.0,4,3,3
2074690991@k,202,1,38585.0,1,1,1
2074778241@k,36,1,41900.0,4,1,1
2074861227@k,170,2,101080.0,1,2,2
2074869453@k,63,1,29400.0,3,1,1
2074874674@k,198,1,150625.0,1,1,3
2074890902@k,156,1,40600.0,2,1,1
2075414514@k,105,1,55300.0,2,1,2
2075511359@k,206,1,36000.0,1,1,1
2075757840@k,113,1,58600.0,2,1,2
20757591@n,170,1,70700.0,1,1,2
2075774015@k,104,1,40900.0,2,1,1
2076167018@k,147,1,40769.0,2,1,1
2076348864@k,106,1,46689.0,2,1,1
2076366670@k,76,1,36639.0,3,1,1
2076455088@k,67,1,32700.0,3,1,1
2076464550@k,167,1,40767.0,1,1,1
2076490123@k,218,1,100900.0,1,1,2
2076501674@k,110,1,35839.0,2,1,1
2076520991@k,114,1,10268.0,2,1,1
2076598038@k,141,1,31622.0,2,1,1
2076662036@k,132,1,41900.0,2,1,1
2076811494@k,116,1,35071.0,2,1,1
2076977319@k,50,2,94123.0,3,2,2
2076978732@k,170,1,30600.0,1,1,1
20770672@n,117,1,22000.0,2,1,1
2077598352@k,106,3,94666.0,2,3,2
2077751507@k,69,2,126000.0,3,2,3
2077839021@k,29,1,36348.0,4,1,1
2078032756@k,218,1,34932.0,1,1,1
2078044029@k,116,1,45000.0,2,1,1
20780973@n,39,1,33900.0,4,1,1
2078309095@k,107,1,22407.0,2,1,1
2078468257@k,127,1,29900.0,2,1,1
2078513626@k,184,1,40289.0,1,1,1
2078526763@k,175,1,32900.0,1,1,1
2079027828@k,54,1,35900.0,3,1,1
20791893@n,218,1,45500.0,1,1,1
2079315268@g,216,1,35000.0,1,1,1
2079406860@k,1,1,13295.0,4,1,1
2079434650@k,71,1,16500.0,3,1,1
2079627482@k,217,1,34000.0,1,1,1
2079640153@k,100,1,38900.0,2,1,1
2079681687@k,164,1,27956.0,1,1,1
2080320439@k,193,1,49223.0,1,1,1
2080465209@k,214,1,101118.0,1,1,2
2080547560@k,170,1,30621.0,1,1,1
2080548246@k,32,2,76092.0,4,2,2
2080812382@k,37,8,356802.0,4,4,4
2080866317@k,24,1,19819.0,4,1,1
2080891788@k,113,1,8900.0,2,1,1
2080962052@k,217,1,14100.0,1,1,1
2080983525@k,141,1,31823.0,2,1,1
2081075075@k,218,1,113950.0,1,1,3
2081316258@k,108,1,34900.0,2,1,1
2081452706@k,116,2,80425.0,2,2,2
2081575743@k,205,1,32155.0,1,1,1
2081946576@k,163,1,40739.0,1,1,1
2081994385@k,79,1,40000.0,3,1,1
2082186536@k,132,2,77110.0,2,2,2
208219924@n,150,1,32900.0,2,1,1
2082246055@k,69,1,33400.0,3,1,1
2082248572@k,15,1,34900.0,4,1,1
2082271021@k,87,1,35120.0,3,1,1
2082280792@k,157,1,33700.0,2,1,1
2082344267@k,94,1,12898.0,3,1,1
2082362786@k,9,2,67130.0,4,2,2
2082412156@k,117,1,12899.0,2,1,1
2082738760@k,108,1,10400.0,2,1,1
2082783337@k,112,1,35874.0,2,1,1
20830597@n,93,1,20950.0,3,1,1
2083119853@k,175,1,29339.0,1,1,1
2083311266@k,46,1,20200.0,4,1,1
20834033@n,160,1,38781.0,2,1,1
2083415346@k,71,1,67450.0,3,1,2
20834580@n,28,2,92515.0,4,2,2
2083562090@k,93,1,76680.0,3,1,2
2083584609@k,92,1,37900.0,3,1,1
2083607417@k,213,1,109000.0,1,1,3
2083884715@k,24,2,73522.0,4,2,2
2083977913@k,46,1,24276.0,4,1,1
2084032@n,62,1,56123.0,3,1,2
20840517@n,86,1,153000.0,3,1,3
20844674@n,35,2,85800.0,4,2,2
2084577947@k,21,1,37000.0,4,1,1
2084699188@k,77,1,32000.0,3,1,1
2084964844@k,174,1,30800.0,1,1,1
2085060453@k,87,1,40769.0,3,1,1
2085255927@k,79,2,85647.0,3,2,2
2085545753@k,133,1,32900.0,2,1,1
2085570908@k,127,1,40900.0,2,1,1
2085813680@k,71,1,25300.0,3,1,1
2086039468@k,7,1,34900.0,4,1,1
2086219064@k,37,2,94000.0,4,2,2
2086241989@k,19,1,47514.0,4,1,1
2086313035@k,217,1,30432.0,1,1,1
2086327351@k,144,1,34000.0,2,1,1
2086350839@k,181,1,89000.0,1,1,2
2086376451@k,53,1,17900.0,3,1,1
2086471806@k,177,1,16900.0,1,1,1
2086498855@k,157,1,32667.0,2,1,1
20868013@n,118,1,36000.0,2,1,1
2087094708@k,31,4,193205.0,4,3,3
2087678367@k,157,1,133870.0,2,1,3
2087836123@k,80,1,39800.0,3,1,1
2088117440@k,169,1,80800.0,1,1,2
20885405@n,54,1,38900.0,3,1,1
2088568750@k,187,1,49623.0,1,1,1
2089000245@k,68,1,68086.0,3,1,2
2089055914@k,182,1,48200.0,1,1,1
2089142322@k,105,1,14900.0,2,1,1
2089287629@k,79,1,39902.0,3,1,1
2089475214@k,64,1,16700.0,3,1,1
2089723558@k,6,1,39352.0,4,1,1
2089736612@k,214,1,111692.0,1,1,3
2090082826@k,73,2,64100.0,3,2,2
209012904@n,115,1,46400.0,2,1,1
2090130302@k,203,1,30023.0,1,1,1
2090223549@k,44,1,9750.0,4,1,1
2090270159@k,196,1,43800.0,1,1,1
2090273864@k,73,1,101693.0,3,1,2
2090314361@k,154,1,42300.0,2,1,1
2090468958@k,38,1,35900.0,4,1,1
2090658899@k,66,1,45400.0,3,1,1
2090694654@k,68,2,79869.0,3,2,2
20907450@n,61,1,27390.0,3,1,1
2090792401@k,154,1,38900.0,2,1,1
2091002633@k,206,1,36000.0,1,1,1
2091044265@k,205,1,36000.0,1,1,1
2091381008@k,55,2,102090.0,3,2,2
2091414917@k,111,1,62000.0,2,1,2
2091586854@k,198,1,38246.0,1,1,1
2091685921@k,45,1,28800.0,4,1,1
2091874672@k,145,1,39956.0,2,1,1
2091920262@k,135,1,40268.0,2,1,1
2091924994@k,68,1,27259.0,3,1,1
2091977783@k,59,1,77241.0,3,1,2
2091999436@k,59,1,57200.0,3,1,2
20920038@n,131,2,63800.0,2,2,2
2092114728@k,155,1,16900.0,2,1,1
2092366236@k,77,1,113427.0,3,1,3
2092408747@k,14,1,151000.0,4,1,3
2092552672@k,76,1,32239.0,3,1,1
2092833534@k,121,1,67700.0,2,1,2
2092883522@k,14,2,89692.0,4,2,2
2092921308@k,106,2,49565.0,2,2,1
2092987398@k,47,1,48693.0,3,1,1
2093005215@k,7,2,89566.0,4,2,2
2093161031@k,71,1,59000.0,3,1,2
2093327413@k,13,1,36767.0,4,1,1
2093345517@k,118,1,39000.0,2,1,1
2093350813@k,120,1,10700.0,2,1,1
2093371251@k,218,1,42200.0,1,1,1
2093674755@k,103,1,38591.0,2,1,1
2094043030@k,218,1,33368.0,1,1,1
2094069849@k,9,2,65902.0,4,2,2
2094220321@k,218,1,13200.0,1,1,1
2094228815@k,109,1,37000.0,2,1,1
2094234245@k,62,1,31048.0,3,1,1
2094400707@k,101,1,41800.0,2,1,1
2094440127@k,118,2,77572.0,2,2,2
2094597231@k,118,1,33700.0,2,1,1
2095582028@k,130,1,43300.0,2,1,1
2096157877@k,59,1,82100.0,3,1,2
2096378223@k,143,1,36481.0,2,1,1
209648120@n,14,1,23300.0,4,1,1
2096655931@k,182,1,41900.0,1,1,1
20968691@n,142,1,39400.0,2,1,1
2096931682@k,91,1,7200.0,3,1,1
2097395187@k,218,1,43600.0,1,1,1
2097444531@k,187,1,37823.0,1,1,1
2097749288@k,72,3,117436.0,3,3,3
2097894180@k,22,2,60032.0,4,2,2
2098022907@k,65,1,30200.0,3,1,1
2098290239@k,68,1,29158.0,3,1,1
2098586234@k,205,1,127542.0,1,1,3
209860762@n,9,2,77900.0,4,2,2
2098729816@k,143,2,122491.0,2,2,3
2098817632@k,67,1,50236.0,3,1,1
2098992363@k,73,1,31882.0,3,1,1
2099151448@k,60,1,140800.0,3,1,3
209924842@n,194,1,70800.0,1,1,2
2100070276@k,29,1,68800.0,4,1,2
2100212172@k,161,1,23963.0,1,1,1
2100388692@k,198,1,30070.0,1,1,1
2100471342@k,108,1,12700.0,2,1,1
2100511261@k,4,1,36548.0,4,1,1
21006049@n,107,1,11700.0,2,1,1
2100931612@k,13,1,17900.0,4,1,1
2101284775@k,46,2,57100.0,4,2,2
2101294554@k,209,1,113000.0,1,1,3
2101332911@k,213,1,14982.0,1,1,1
2101359512@k,142,1,37868.0,2,1,1
2102230271@k,205,1,102370.0,1,1,2
2102367@n,27,2,68700.0,4,2,2
2102530958@k,120,1,40000.0,2,1,1
2102682543@k,112,1,26200.0,2,1,1
2102798661@k,21,1,39785.0,4,1,1
2102807999@k,71,1,78300.0,3,1,2
2103039850@k,54,1,39900.0,3,1,1
2103071245@g,203,1,38000.0,1,1,1
21036580@n,40,1,74133.0,4,1,2
2103719941@k,13,1,27900.0,4,1,1
2103815276@k,167,1,35010.0,1,1,1
2103980370@k,145,2,64871.0,2,2,2
2103990387@k,24,2,53600.0,4,2,2
21040022@n,43,1,10900.0,4,1,1
2104032112@k,70,1,113339.0,3,1,3
2104047279@k,31,4,140464.0,4,3,3
2104051022@k,214,1,32200.0,1,1,1
2104124580@k,15,1,22900.0,4,1,1
2104172136@k,60,1,73577.0,3,1,2
2104207125@k,24,1,34900.0,4,1,1
2104243150@k,171,1,29900.0,1,1,1
2104267647@k,9,1,41900.0,4,1,1
2104743996@k,35,2,49800.0,4,2,1
2104747846@k,206,1,33200.0,1,1,1
21047999@n,120,1,38900.0,2,1,1
21048097@n,99,1,58200.0,3,1,2
2104896085@k,55,1,34999.0,3,1,1
210490354@n,102,1,40900.0,2,1,1
2104927649@k,43,2,66441.0,4,2,2
2104955153@k,120,1,35688.0,2,1,1
2105274496@k,25,1,46800.0,4,1,1
2105426999@k,174,1,89638.0,1,1,2
2105500662@k,127,1,32900.0,2,1,1
2105642230@k,127,1,36899.0,2,1,1
2105686884@k,32,1,20950.0,4,1,1
2105701110@k,122,1,14900.0,2,1,1
2105764074@k,71,1,30270.0,3,1,1
2105769596@k,209,1,34000.0,1,1,1
2105792030@k,104,1,38000.0,2,1,1
2105939070@k,7,2,161116.0,4,2,3
2105950215@k,71,2,31000.0,3,2,1
2106690021@k,89,1,28739.0,3,1,1
21067204@n,28,1,40900.0,4,1,1
210672111@n,99,1,39800.0,3,1,1
2106865794@k,113,1,11200.0,2,1,1
2106925778@k,140,1,41000.0,2,1,1
2106974761@k,71,2,126600.0,3,2,3
2107233919@k,82,1,37898.0,3,1,1
2107294140@k,113,1,35536.0,2,1,1
2107544653@k,82,1,40739.0,3,1,1
2107728745@k,117,1,37000.0,2,1,1
2107922878@k,51,1,20950.0,3,1,1
2107982322@k,165,1,79470.0,1,1,2
210845768@n,199,1,31300.0,1,1,1
2108492120@k,166,1,41900.0,1,1,1
2108552923@k,71,1,30300.0,3,1,1
2108581743@k,135,1,14500.0,2,1,1
2108804525@k,205,1,30060.0,1,1,1
2108977841@k,29,1,36739.0,4,1,1
21089962@n,74,1,57100.0,3,1,2
2109053676@k,130,1,44800.0,2,1,1
2109092668@k,86,1,38900.0,3,1,1
21090939@n,208,1,35000.0,1,1,1
21091187@n,23,1,41000.0,4,1,1
2109158941@k,162,1,49121.0,1,1,1
2109231451@k,218,1,32893.0,1,1,1
2109356695@k,49,1,10450.0,3,1,1
2109380836@k,106,1,113459.0,2,1,3
2109407717@k,41,1,19850.0,4,1,1
2109477417@k,192,1,36900.0,1,1,1
2109551931@k,23,1,38900.0,4,1,1
2109570867@k,100,1,52300.0,2,1,2
2109630186@k,43,1,19873.0,4,1,1
2109694613@k,178,1,17400.0,1,1,1
2109694843@k,158,1,36102.0,2,1,1
2109717810@k,19,1,14900.0,4,1,1
2109745237@k,204,1,67125.0,1,1,2
2109829981@k,211,1,30329.0,1,1,1
2109860478@k,60,1,13789.0,3,1,1
2109909756@k,102,1,49800.0,2,1,1
2109962422@k,192,1,57510.0,1,1,2
2109976633@k,7,1,29900.0,4,1,1
2110008096@k,51,1,75722.0,3,1,2
2110226823@k,61,1,32400.0,3,1,1
2110329290@k,114,1,47700.0,2,1,1
2110607786@k,210,1,32568.0,1,1,1
2110656604@k,158,2,68939.0,2,2,2
2110688466@k,171,1,27960.0,1,1,1
2110835697@k,212,1,30400.0,1,1,1
2110875022@k,29,1,37898.0,4,1,1
2110878291@k,2,2,78737.0,4,2,2
2110887879@k,16,2,69268.0,4,2,2
2110910739@k,114,1,67851.0,2,1,2
2110953713@k,9,1,33000.0,4,1,1
2110963805@k,13,1,76800.0,4,1,2
2110981898@k,156,2,143415.0,2,2,3
2111005140@k,75,1,32269.0,3,1,1
2111011864@k,73,1,15700.0,3,1,1
2111162697@k,156,1,36969.0,2,1,1
2111199527@k,163,1,35966.0,1,1,1
2111200381@k,210,1,30660.0,1,1,1
2111355619@k,99,2,71956.0,3,2,2
211144274@n,17,1,27800.0,4,1,1
2111469822@k,102,1,39269.0,2,1,1
2111645502@k,212,1,17100.0,1,1,1
2111811279@k,114,1,35869.0,2,1,1
2111858945@k,121,1,35812.0,2,1,1
2111871531@k,193,1,138600.0,1,1,3
2111970835@k,156,1,43756.0,2,1,1
2112260394@k,135,1,31802.0,2,1,1
2112541698@k,147,1,36829.0,2,1,1
211264740@n,205,1,114000.0,1,1,3
2112818113@k,78,1,41900.0,3,1,1
2112848654@k,131,1,43402.0,2,1,1
2112897451@k,111,1,46742.0,2,1,1
2112956245@k,7,2,157150.0,4,2,3
2112972636@k,32,1,24800.0,4,1,1
2113040162@k,116,1,37000.0,2,1,1
2113175196@k,22,2,11400.0,4,2,1
2113305933@k,9,1,41900.0,4,1,1
2113358045@k,26,1,51502.0,4,1,1
2113361251@k,68,1,25826.0,3,1,1
2113555902@k,88,1,29900.0,3,1,1
2113607094@k,64,1,27700.0,3,1,1
2113616966@k,114,2,62791.0,2,2,2
2113657779@k,218,1,15690.0,1,1,1
2113860752@k,12,2,70388.0,4,2,2
2114134408@k,41,2,187258.0,4,2,3
2114211759@k,68,1,23300.0,3,1,1
2114292429@k,127,1,29033.0,2,1,1
2114314752@k,163,1,38900.0,1,1,1
2114403254@k,34,1,25100.0,4,1,1
2114668206@k,209,1,111536.0,1,1,3
2114700044@k,184,1,33786.0,1,1,1
2114802123@k,15,1,26800.0,4,1,1
2114910834@k,191,1,17900.0,1,1,1
2114966403@k,177,1,59942.0,1,1,2
2115131003@k,36,1,41900.0,4,1,1
2115220723@k,85,3,161965.0,3,3,3
2115412245@k,77,2,64687.0,3,2,2
21154619@n,49,1,31300.0,3,1,1
2115500559@k,200,1,30300.0,1,1,1
211570728@n,48,1,33900.0,3,1,1
2116270089@k,65,1,30400.0,3,1,1
2116306806@k,179,1,35747.0,1,1,1
21163085@n,30,2,52700.0,4,2,2
2116359248@k,114,1,11900.0,2,1,1
2116372042@k,71,1,13500.0,3,1,1
2116389898@k,74,1,31807.0,3,1,1
2116400402@k,110,1,114500.0,2,1,3
2116800346@k,7,7,289232.0,4,4,4
21171605@n,103,1,42800.0,2,1,1
2117555846@k,118,1,32630.0,2,1,1
2117713218@k,13,1,37261.0,4,1,1
2117737746@k,106,1,35869.0,2,1,1
2117897147@k,154,1,69700.0,2,1,2
2118015208@k,168,1,40400.0,1,1,1
2118017192@k,198,1,14500.0,1,1,1
2118024323@k,177,1,51163.0,1,1,1
2118068955@k,99,1,38799.0,3,1,1
21182322@n,37,1,44800.0,4,1,1
2118241120@k,114,2,148699.0,2,2,3
2118460341@k,211,1,112000.0,1,1,3
2118639020@k,17,1,49300.0,4,1,1
2118662879@k,77,1,112856.0,3,1,3
2118818822@k,147,1,41900.0,2,1,1
2118820042@k,210,1,101856.0,1,1,2
2118845319@k,81,2,32000.0,3,2,1
2118932333@k,81,2,67446.0,3,2,2
2119013799@k,73,1,31300.0,3,1,1
2119042475@k,191,1,39900.0,1,1,1
21194134@n,148,1,38999.0,2,1,1
2119535117@k,113,1,47622.0,2,1,1
2119565046@k,38,1,7739.0,4,1,1
2119804846@k,70,2,148174.0,3,2,3
2119823034@k,155,1,135278.0,2,1,3
2120107619@k,163,1,32700.0,1,1,1
2120168533@k,21,1,21450.0,4,1,1
2120239809@k,214,1,193600.0,1,1,3
2120328583@k,215,1,32072.0,1,1,1
2120358949@k,12,2,67399.0,4,2,2
2120375107@k,114,1,9700.0,2,1,1
2120430440@k,180,1,39900.0,1,1,1
2120521980@k,101,1,137086.0,2,1,3
2121423275@k,5,1,54200.0,4,1,2
2121578478@k,159,2,160329.0,2,2,3
2121613817@k,8,2,35800.0,4,2,1
2121624370@k,118,1,12799.0,2,1,1
2121634295@k,116,2,162100.0,2,2,3
2121697978@k,84,1,7200.0,3,1,1
2121727691@k,21,1,41900.0,4,1,1
2121861256@k,96,1,40439.0,3,1,1
2121901342@k,181,1,151765.0,1,1,3
2122081227@k,4,1,40714.0,4,1,1
2122534697@k,75,1,27600.0,3,1,1
2122592590@k,114,1,12700.0,2,1,1
2122678269@k,106,1,48900.0,2,1,1
2122775095@k,27,1,41900.0,4,1,1
2122870101@k,50,1,40622.0,3,1,1
2123102075@k,15,1,40739.0,4,1,1
2123150443@k,72,2,103100.0,3,2,3
2123240895@k,191,1,39000.0,1,1,1
2123245873@k,131,1,42372.0,2,1,1
2123281003@k,6,1,41000.0,4,1,1
2123285112@k,149,1,50800.0,2,1,1
2123520132@k,120,1,35839.0,2,1,1
2124053422@k,129,2,74689.0,2,2,2
2124119413@k,75,1,32239.0,3,1,1
2124359929@k,89,1,41900.0,3,1,1
2124366507@k,193,1,37710.0,1,1,1
2124494845@k,76,1,111930.0,3,1,3
2124521914@k,109,1,24600.0,2,1,1
2124590963@k,147,1,37655.0,2,1,1
2124854795@k,50,2,55700.0,3,2,2
21248790@n,108,2,29600.0,2,2,1
2124937282@k,9,3,223462.0,4,3,3
2125714977@k,124,2,44409.0,2,2,1
2125777911@k,76,1,32239.0,3,1,1
2125805446@k,71,1,32400.0,3,1,1
2125878282@k,51,1,35900.0,3,1,1
21258961@n,122,1,41900.0,2,1,1
2125944739@k,205,1,33743.0,1,1,1
2126012485@k,193,1,48300.0,1,1,1
2126523376@k,205,1,132000.0,1,1,3
2126681814@k,60,1,29385.0,3,1,1
2126745801@k,205,1,34000.0,1,1,1
2126884088@k,106,1,11569.0,2,1,1
212688516@n,212,1,32400.0,1,1,1
2126984102@k,203,1,29070.0,1,1,1
2127281326@k,212,1,34000.0,1,1,1
2127313054@k,65,1,36120.0,3,1,1
21278385@n,72,1,33500.0,3,1,1
2127982690@k,61,2,56720.0,3,2,2
2127998196@k,30,1,20950.0,4,1,1
2128007528@k,203,1,36900.0,1,1,1
2128018208@k,49,2,72323.0,3,2,2
2128308838@k,85,1,38000.0,3,1,1
2128354729@k,111,1,22765.0,2,1,1
2128705882@k,69,1,32323.0,3,1,1
2128770283@k,60,2,77996.0,3,2,2
2128864241@k,63,1,32269.0,3,1,1
2128938522@k,31,1,46000.0,4,1,1
2129211059@k,145,1,32900.0,2,1,1
2129380589@k,73,1,39569.0,3,1,1
2129454043@k,45,2,75477.0,4,2,2
212960659@n,28,1,20900.0,4,1,1
2129613998@k,68,2,69542.0,3,2,2
2129658915@k,83,1,15091.0,3,1,1
21297917@n,113,1,11700.0,2,1,1
2129810461@k,156,1,38100.0,2,1,1
2129947381@k,41,2,71096.0,4,2,2
2129979400@k,93,1,14900.0,3,1,1
2130686092@k,23,1,40403.0,4,1,1
2130940195@k,120,1,35923.0,2,1,1
2131372284@k,67,2,47260.0,3,2,1
2131412970@k,7,1,19915.0,4,1,1
2131434094@k,138,1,37793.0,2,1,1
2131504848@k,16,4,173500.0,4,3,3
21320587@n,126,1,298000.0,2,1,4
2132239665@k,173,1,29693.0,1,1,1
2132987913@k,25,2,82800.0,4,2,2
2133034636@k,218,1,31400.0,1,1,1
2133076455@k,114,1,49300.0,2,1,1
2133206272@k,43,2,59772.0,4,2,2
2133216695@k,102,1,40823.0,2,1,1
2133476134@k,167,1,39400.0,1,1,1
21334850@n,26,1,86200.0,4,1,2
21335798@n,49,1,15900.0,3,1,1
2133730031@k,98,1,60300.0,3,1,2
2133755@n,23,6,248144.0,4,4,4
2134145499@k,18,1,37000.0,4,1,1
2134335094@k,114,1,43644.0,2,1,1
2134423180@k,80,1,32800.0,3,1,1
2134567692@k,26,1,36710.0,4,1,1
2134587722@k,42,1,38800.0,4,1,1
2134723279@k,17,1,40769.0,4,1,1
2134792395@k,16,1,33823.0,4,1,1
21348545@n,91,1,52200.0,3,1,2
2134888708@k,79,2,72568.0,3,2,2
2134993309@k,188,1,41900.0,1,1,1
2135051538@k,3,3,136807.0,4,3,3
2135139697@k,85,1,88100.0,3,1,2
2135434204@k,143,1,39893.0,2,1,1
2135519789@k,35,1,34564.0,4,1,1
2136131990@k,184,1,13900.0,1,1,1
2136204049@k,124,1,36768.0,2,1,1
2136394772@k,42,1,41900.0,4,1,1
2136487552@k,218,1,32869.0,1,1,1
2136885249@k,192,1,41900.0,1,1,1
2136992355@k,74,1,32293.0,3,1,1
2137052830@k,18,1,17950.0,4,1,1
2137276860@k,168,1,28574.0,1,1,1
2137364990@k,91,2,57360.0,3,2,2
2137481632@k,27,2,73358.0,4,2,2
2137490744@k,213,1,13359.0,1,1,1
2137494028@k,106,1,45392.0,2,1,1
2137529961@k,170,1,61551.0,1,1,2
2137648504@k,49,1,41900.0,3,1,1
2138601887@k,48,2,73037.0,3,2,2
2138854787@k,75,1,37666.0,3,1,1
2138887272@k,72,1,14521.0,3,1,1
2138989470@k,33,1,40801.0,4,1,1
2139014419@k,45,1,152671.0,4,1,3
2139531159@k,31,2,247832.0,4,2,4
2139850820@k,45,2,70700.0,4,2,2
2139959639@k,113,2,97578.0,2,2,2
2140038395@k,23,2,78700.0,4,2,2
2140173681@k,23,1,43445.0,4,1,1
2140337946@k,203,1,29100.0,1,1,1
2140372985@k,137,1,36499.0,2,1,1
2140414058@k,70,1,30267.0,3,1,1
214068517@n,200,1,16900.0,1,1,1
2140808317@k,21,3,111818.0,4,3,3
2141241987@k,203,1,36800.0,1,1,1
2141378322@k,120,1,34769.0,2,1,1
2141460043@k,191,1,47800.0,1,1,1
2141541409@k,141,1,16900.0,2,1,1
2141791516@k,130,1,40900.0,2,1,1
2141809955@k,31,1,37900.0,4,1,1
2141822595@k,35,2,49410.0,4,2,1
2141856826@k,189,1,36521.0,1,1,1
2141863171@k,191,1,53800.0,1,1,2
2142171742@k,72,3,62540.0,3,3,2
21421917@n,169,1,40900.0,1,1,1
21422255@n,86,1,37625.0,3,1,1
2142348501@k,120,2,72059.0,2,2,2
2142494885@k,63,2,89720.0,3,2,2
2142527548@k,70,2,32600.0,3,2,1
2142654743@k,82,1,38900.0,3,1,1
2142699877@k,183,1,38823.0,1,1,1
2142715137@k,168,1,41627.0,1,1,1
21429040@n,196,1,32800.0,1,1,1
2142909677@k,157,2,62789.0,2,2,2
2142995495@k,166,1,36900.0,1,1,1
2143159914@k,156,1,38100.0,2,1,1
2143163168@k,211,1,32839.0,1,1,1
2143196636@k,127,1,40000.0,2,1,1
2143223171@k,198,1,37823.0,1,1,1
2143269921@k,68,1,111125.0,3,1,3
2143355945@k,218,1,117400.0,1,1,3
2143435145@k,190,1,37710.0,1,1,1
2143445741@k,60,1,32269.0,3,1,1
2143467756@k,7,2,71600.0,4,2,2
2143777564@k,105,2,66800.0,2,2,2
21444242@n,52,1,31800.0,3,1,1
2145005199@k,120,1,112804.0,2,1,3
2145435851@k,216,1,34000.0,1,1,1
2145439329@k,134,1,80723.0,2,1,2
2145450341@k,62,2,85900.0,3,2,2
2145452050@k,169,1,37710.0,1,1,1
2145477942@k,4,1,38900.0,4,1,1
2145599695@k,43,3,103350.0,4,3,3
2146231440@k,177,1,37800.0,1,1,1
2146582618@k,67,1,31400.0,3,1,1
2147259245@k,20,1,77090.0,4,1,2
2147722622@k,83,2,73935.0,3,2,2
2147729315@k,72,1,24022.0,3,1,1
2147859676@k,96,1,38900.0,3,1,1
2147931851@k,36,1,10900.0,4,1,1
21479861@n,141,1,50200.0,2,1,1
2148133640@k,213,1,101214.0,1,1,2
2148420042@k,24,1,29100.0,4,1,1
2148522843@k,31,1,29900.0,4,1,1
2148544474@k,19,1,25800.0,4,1,1
2148632523@k,218,1,44800.0,1,1,1
2148678113@k,171,1,30762.0,1,1,1
2148690169@k,5,1,49126.0,4,1,1
2148928505@k,113,1,34000.0,2,1,1
214909469@g,106,1,54600.0,2,1,2
2149608819@k,22,1,18415.0,4,1,1
2149717517@k,55,1,40769.0,3,1,1
214979174@n,31,1,36900.0,4,1,1
2150314444@k,60,1,32300.0,3,1,1
2150441656@k,109,1,83000.0,2,1,2
2150822408@k,7,3,171903.0,4,3,3
2150984019@k,21,1,17950.0,4,1,1
2151084121@k,111,1,35569.0,2,1,1
2151470421@k,112,1,12700.0,2,1,1
2151531263@k,211,1,101391.0,1,1,2
2151535882@k,181,1,36900.0,1,1,1
2151600935@k,37,1,37739.0,4,1,1
2151807244@k,65,1,56000.0,3,1,2
2151920336@k,27,1,49800.0,4,1,1
21520467@n,117,1,35700.0,2,1,1
2152374789@k,216,1,32596.0,1,1,1
2152383702@k,135,1,37900.0,2,1,1
