date,signin,total
2022-04-29,64,61775
2022-04-30,67,61528
2022-05-01,89,61609
2022-05-02,114,60921
2022-05-03,89,60823
2022-05-04,65,60641
2022-05-05,73,60539
2022-05-06,95,60462
2022-05-07,59,60334
2022-05-08,80,60400
2022-05-09,102,60186
2022-05-10,85,60075
2022-05-11,86,59971
2022-05-12,98,59897
2022-05-13,67,59819
2022-05-14,55,59766
2022-05-15,99,59858
2022-05-16,110,59777
2022-05-17,88,59702
2022-05-18,85,59584
2022-05-19,72,59485
2022-05-20,47,59339
2022-05-21,62,59181
2022-05-22,77,59245
2022-05-23,103,59035
2022-05-24,129,58997
2022-05-25,110,58938
2022-05-26,123,58866
2022-05-27,89,58786
2022-05-28,83,58718
2022-05-29,98,58802
2022-05-30,113,58540
2022-05-31,121,58477
2022-06-01,112,58410
2022-06-02,118,58334
2022-06-03,78,58263
2022-06-04,58,58177
2022-06-05,71,58238
2022-06-06,107,58169
2022-06-07,104,58154
2022-06-08,77,58062
2022-06-09,79,57939
2022-06-10,63,57849
2022-06-11,60,57789
2022-06-12,90,57869
2022-06-13,105,57764
2022-06-14,95,57729
2022-06-15,87,57632
2022-06-16,56,57518
2022-06-17,67,57437
2022-06-18,67,57378
2022-06-19,77,57446
2022-06-20,84,57335
2022-06-21,82,57280
2022-06-22,85,57229
2022-06-23,56,57118
2022-06-24,62,57021
2022-06-25,65,56937
2022-06-26,80,57007
2022-06-27,96,56901
2022-06-28,80,56843
2022-06-29,89,56753
2022-06-30,66,56672
2022-07-01,58,56565
2022-07-02,64,56451
2022-07-03,86,56521
2022-07-04,96,56396
2022-07-05,75,56309
2022-07-06,89,56213
2022-07-07,86,56156
2022-07-08,68,56065
2022-07-09,80,56017
2022-07-10,79,56085
2022-07-11,114,56007
2022-07-12,90,55952
2022-07-13,85,55861
2022-07-14,79,55793
2022-07-15,54,55691
2022-07-16,63,55614
2022-07-17,95,55694
2022-07-18,100,55593
2022-07-19,91,55559
2022-07-20,98,55515
2022-07-21,71,55429
2022-07-22,70,55338
2022-07-23,52,55263
2022-07-24,73,55321
2022-07-25,85,55203
2022-07-26,102,55170
2022-07-27,89,55088
2022-07-28,69,54969
2022-07-29,46,54820
2022-07-30,80,54708
2022-07-31,94,54790
2022-08-01,77,54651
2022-08-02,101,54593
2022-08-03,86,54524
2022-08-04,65,54417
2022-08-05,189,54450
2022-08-06,149,54466
2022-08-07,117,54569
2022-08-08,135,54495
2022-08-09,80,54436
2022-08-10,79,54366
2022-08-11,58,54276
2022-08-12,39,54142
2022-08-13,42,53994
2022-08-14,45,54023
2022-08-15,60,53855
2022-08-16,62,53776
2022-08-17,60,53552
2022-08-18,47,53395
2022-08-19,37,53266
2022-08-20,29,53154
2022-08-21,45,53187
2022-08-22,57,52991
2022-08-23,44,52889
2022-08-24,55,52775
2022-08-25,41,52657
2022-08-26,40,52535
2022-08-27,46,52436
2022-08-28,48,52478
2022-08-29,43,52301
2022-08-30,59,52191
2022-08-31,57,52061
2022-09-01,41,51904
2022-09-02,43,51746
2022-09-03,33,51619
2022-09-04,56,51667
2022-09-05,76,51551
2022-09-06,60,51485
2022-09-07,39,51347
2022-09-08,46,51265
2022-09-09,61,51192
2022-09-10,53,51128
2022-09-11,54,51175
2022-09-12,91,51080
2022-09-13,90,51049
2022-09-14,75,50967
2022-09-15,78,50879
2022-09-16,61,50825
2022-09-17,59,50758
2022-09-18,74,50827
2022-09-19,79,50739
2022-09-20,67,50737
2022-09-21,80,50744
2022-09-22,65,50695
2022-09-23,45,50534
2022-09-24,36,50406
2022-09-25,61,50453
2022-09-26,78,50329
2022-09-27,65,50257
2022-09-28,48,50126
2022-09-29,50,50029
2022-09-30,39,49950
2022-10-01,57,49889
2022-10-02,52,49929
2022-10-03,76,49828
2022-10-04,79,49809
2022-10-05,64,49739
2022-10-06,54,49632
2022-10-07,49,49527
2022-10-08,46,49413
2022-10-09,58,49461
2022-10-10,76,49360
2022-10-11,62,49304
2022-10-12,61,49142
2022-10-13,44,49113
2022-10-14,53,49082
2022-10-15,67,49078
2022-10-16,43,49059
2022-10-17,70,49034
2022-10-18,75,49008
2022-10-19,59,48968
2022-10-20,63,48956
2022-10-21,49,48931
2022-10-22,47,48924
2022-10-23,70,48939
2022-10-24,81,48937
2022-10-25,82,48928
2022-10-26,63,48899
2022-10-27,49,48814
2022-10-28,47,48742
2022-10-29,43,48713
2022-10-30,52,48713
2022-10-31,52,48683
2022-11-01,104,48694
2022-11-02,79,48657
2022-11-03,70,48647
2022-11-04,64,48643
2022-11-05,57,48636
2022-11-06,85,48667
2022-11-07,102,48680
2022-11-08,79,48642
2022-11-09,72,48623
2022-11-10,59,48554
2022-11-11,60,48543
2022-11-12,45,48542
2022-11-13,65,48557
2022-11-14,91,48562
2022-11-15,117,48578
2022-11-16,75,48565
2022-11-17,58,48535
2022-11-18,47,48498
2022-11-19,39,48473
2022-11-20,57,48469
2022-11-21,68,48444
2022-11-22,74,48411
2022-11-23,60,48369
2022-11-24,53,48326
2022-11-25,52,48278
2022-11-26,58,48271
2022-11-27,53,48264
2022-11-28,71,48254
2022-11-29,69,48238
2022-11-30,71,48205
2022-12-01,66,48184
2022-12-02,51,48151
2022-12-03,47,48123
2022-12-04,59,48113
2022-12-05,75,48086
2022-12-06,82,48073
2022-12-07,66,47508
2022-12-08,70,47147
2022-12-09,40,46949
2022-12-10,39,46792
2022-12-11,61,46690
2022-12-12,67,46537
2022-12-13,101,46424
2022-12-14,244,46480
2022-12-15,228,46557
2022-12-16,122,46459
2022-12-17,115,46417
2022-12-18,96,46371
2022-12-19,147,46325
2022-12-20,142,46194
2022-12-21,119,46143
2022-12-22,103,46154
2022-12-23,145,46216
2022-12-24,102,46265
2022-12-25,131,46340
2022-12-26,113,46351
2022-12-27,119,46352
2022-12-28,97,46318
2022-12-29,108,46332
2022-12-30,112,46374
2022-12-31,105,46436
2023-01-01,68,46428
2023-01-02,57,46366
2023-01-03,59,46311
2023-01-04,58,46261
2023-01-05,41,46210
2023-01-06,40,46152
2023-01-07,44,46128
2023-01-08,51,46044
2023-01-09,56,45948
2023-01-10,68,45889
2023-01-11,47,45850
2023-01-12,63,45820
2023-01-13,53,45797
2023-01-14,50,45777
2023-01-15,51,45761
2023-01-16,65,45732
2023-01-17,42,45671
2023-01-18,46,45635
2023-01-19,50,45594
2023-01-20,48,45557
2023-01-21,37,45542
2023-01-22,34,45521
2023-01-23,67,45502
2023-01-24,72,45482
2023-01-25,83,45495
2023-01-26,64,45482
2023-01-27,48,45487
2023-01-28,35,45478
2023-01-29,59,45505
2023-01-30,55,45524
2023-01-31,58,45536
2023-02-01,68,45536
2023-02-02,61,45487
2023-02-03,64,45435
2023-02-04,51,45414
2023-02-05,48,45387
2023-02-06,73,45378
2023-02-07,69,45358
2023-02-08,79,45357
2023-02-09,69,45294
2023-02-10,86,45253
2023-02-11,87,45269
2023-02-12,102,45300
2023-02-13,111,45326
2023-02-14,98,45339
2023-02-15,147,45381
2023-02-16,103,45405
2023-02-17,76,45400
2023-02-18,70,45423
2023-02-19,70,45440
2023-02-20,79,45446
2023-02-21,71,45431
2023-02-22,117,45464
2023-02-23,66,45460
2023-02-24,63,45456
2023-02-25,60,45464
2023-02-26,67,45475
2023-02-27,64,45478
2023-02-28,58,45465
2023-03-01,53,45440
2023-03-02,66,45433
2023-03-03,37,45412
2023-03-04,49,45409
2023-03-05,65,45438
2023-03-06,62,45433
2023-03-07,55,45443
2023-03-08,7,45390
