nccKeywordId,keyword,customerId,nccAdgroupId,nccCampaignId,userLock,inspectStatus,bidAmt,useGroupBidAmt,delFlag,regTm,editTm,status,statusReason,nccQi
nkw-a001-01-000003301370032,생리컵후기,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,790,False,False,2020-11-19T10:08:46.000Z,2022-05-18T08:45:07.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003301370033,월경컵,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,1070,False,False,2020-11-19T10:08:46.000Z,2022-05-18T08:45:07.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003301370037,국산생리컵,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,680,False,False,2020-11-19T10:08:46.000Z,2022-05-18T08:45:07.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003301370039,초경선물,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,500,False,False,2020-11-19T10:08:46.000Z,2022-01-06T07:47:58.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003325573160,생리컵,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,1920,False,False,2020-12-01T07:39:22.000Z,2022-05-20T04:56:24.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 5}
nkw-a001-01-000003335872281,Y존,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,True,APPROVED,3990,False,False,2020-12-07T02:55:52.000Z,2021-11-26T06:17:27.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 3}
nkw-a001-01-000003335872282,탐폰,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,True,APPROVED,920,False,False,2020-12-07T02:55:52.000Z,2021-11-26T06:17:27.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 2}
nkw-a001-01-000003335872283,생리대,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,True,APPROVED,10210,False,False,2020-12-07T02:55:52.000Z,2021-11-26T06:17:27.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 4}
nkw-a001-01-000003335872284,여자생리,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,500,False,False,2020-12-07T02:55:52.000Z,2022-01-06T07:47:58.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003335872285,생리,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,500,False,False,2020-12-07T02:55:52.000Z,2022-01-06T07:47:58.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003335872286,여성용품,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,500,False,False,2020-12-07T02:55:52.000Z,2022-01-06T07:47:58.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003335872287,월경,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,500,False,False,2020-12-07T02:55:52.000Z,2022-01-06T07:47:58.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003335872288,유기농생리대,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,500,False,False,2020-12-07T02:55:52.000Z,2022-01-06T07:47:58.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003335872289,생리대추천,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,True,APPROVED,8680,False,False,2020-12-07T02:55:52.000Z,2021-11-26T06:17:27.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 4}
nkw-a001-01-000003335872290,안전한생리대,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,500,False,False,2020-12-07T02:55:52.000Z,2022-01-06T07:47:58.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003335872291,초경,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,500,False,False,2020-12-07T02:55:52.000Z,2022-01-06T07:47:58.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003335872292,생리컵소독,829946,grp-a001-01-000000018375780,cmp-a001-01-000000003551342,False,APPROVED,1130,False,False,2020-12-07T02:55:52.000Z,2022-05-18T08:45:07.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003301370264,이브피팬티,829946,grp-a001-01-000000018375782,cmp-a001-01-000000003551342,False,APPROVED,290,False,False,2020-11-19T10:08:47.000Z,2020-12-15T05:29:19.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 5}
nkw-a001-01-000003301370266,이브생리컵,829946,grp-a001-01-000000018375782,cmp-a001-01-000000003551342,True,APPROVED,120,False,False,2020-11-19T10:08:47.000Z,2020-12-15T05:29:19.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 6}
nkw-a001-01-000003301370268,이브생리팬티,829946,grp-a001-01-000000018375782,cmp-a001-01-000000003551342,False,APPROVED,180,False,False,2020-11-19T10:08:47.000Z,2020-12-15T05:29:19.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003301370270,피팬티,829946,grp-a001-01-000000018375782,cmp-a001-01-000000003551342,False,APPROVED,180,False,False,2020-11-19T10:08:47.000Z,2020-12-15T05:29:19.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003982510255,이브팬티,829946,grp-a001-01-000000018375782,cmp-a001-01-000000003551342,False,APPROVED,740,False,False,2021-09-16T06:30:13.000Z,2021-09-17T06:02:17.000Z,ELIGIBLE,ELIGIBLE,{},{'qiGrade': 4}
nkw-a001-01-000003337301806,크리스마스선물,829946,grp-a001-01-000000018702350,cmp-a001-01-000000003551333,False,APPROVED,1300,False,False,2020-12-07T08:42:48.000Z,2020-12-09T06:18:50.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337301807,크리스마스이벤트,829946,grp-a001-01-000000018702350,cmp-a001-01-000000003551333,False,APPROVED,1280,False,False,2020-12-07T08:42:48.000Z,2020-12-08T03:49:35.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337301809,여자친구선물,829946,grp-a001-01-000000018702350,cmp-a001-01-000000003551333,False,APPROVED,2720,False,False,2020-12-07T08:42:48.000Z,2020-12-07T09:00:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337301810,이벤트속옷,829946,grp-a001-01-000000018702350,cmp-a001-01-000000003551333,False,APPROVED,440,False,False,2020-12-07T08:42:48.000Z,2020-12-08T03:49:35.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337311497,크리스마스선물,829946,grp-a001-01-000000018702397,cmp-a001-01-000000003551342,False,APPROVED,1690,False,False,2020-12-07T08:43:44.000Z,2020-12-07T08:56:36.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337311499,크리스마스이벤트,829946,grp-a001-01-000000018702397,cmp-a001-01-000000003551342,False,APPROVED,1470,False,False,2020-12-07T08:43:44.000Z,2020-12-08T03:49:35.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337311504,여자친구선물,829946,grp-a001-01-000000018702397,cmp-a001-01-000000003551342,False,APPROVED,2020,False,False,2020-12-07T08:43:44.000Z,2020-12-07T08:56:50.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337311506,이벤트속옷,829946,grp-a001-01-000000018702397,cmp-a001-01-000000003551342,False,APPROVED,410,False,False,2020-12-07T08:43:44.000Z,2020-12-08T03:49:35.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 2}
nkw-a001-01-000003337327711,여성청결제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,3560,False,False,2020-12-07T08:47:59.000Z,2020-12-16T04:44:49.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327712,여성세정제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,2800,False,False,2020-12-07T08:47:59.000Z,2020-12-21T12:20:44.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327713,여성청결제순위,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,2580,False,False,2020-12-07T08:47:59.000Z,2020-12-15T07:03:49.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337327714,질냄새,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1690,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:58:29.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327715,생리냄새,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,2060,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:57:42.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327716,여성청결제추천,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,3470,False,False,2020-12-07T08:47:59.000Z,2020-12-15T07:03:49.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327717,질세정제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1310,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:58:29.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337327718,Y존,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,True,APPROVED,3080,False,False,2020-12-07T08:47:59.000Z,2021-02-16T09:18:35.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 3}
nkw-a001-01-000003337327719,유리아주여성청결제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1680,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:57:07.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327720,여성청결제사용법,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,2090,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:57:42.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327721,임산부여성청결제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,2200,False,False,2020-12-07T08:47:59.000Z,2020-12-15T07:03:49.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327722,여성질세정제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1980,False,False,2020-12-07T08:47:59.000Z,2020-12-21T12:20:44.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327723,올리브영여성청결제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,PENDING,430,False,False,2020-12-07T08:47:59.000Z,2020-12-08T03:50:31.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 4}
nkw-a001-01-000003337327724,여성질,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1340,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:58:29.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327725,올리브영질세정제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1720,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:57:07.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327726,와이존,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1860,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:57:07.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337327727,이너감,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,PENDING,1390,False,False,2020-12-07T08:47:59.000Z,2021-01-08T02:52:01.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 2}
nkw-a001-01-000003337327728,질에서냄새,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1450,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:58:29.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327729,Y존케어,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,5290,False,False,2020-12-07T08:47:59.000Z,2020-12-21T12:20:44.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327730,세정제,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1500,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:57:42.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327731,분비물,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,2130,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:57:42.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337327732,질냄새제거,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1250,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:58:29.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327733,여자생식기가려움,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1160,False,False,2020-12-07T08:47:59.000Z,2020-12-08T05:03:55.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337327734,질분비물,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,PENDING,2500,False,False,2020-12-07T08:47:59.000Z,2020-12-08T05:09:09.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 4}
nkw-a001-01-000003337327735,여성용품,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1450,False,False,2020-12-07T08:47:59.000Z,2020-12-15T07:03:49.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337327736,냉냄새,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,2020,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:58:29.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337327737,칸디다균,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,PENDING,1100,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:58:29.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 4}
nkw-a001-01-000003337327738,질건조증,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,True,APPROVED,2610,False,False,2020-12-07T08:47:59.000Z,2021-02-16T09:04:40.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 4}
nkw-a001-01-000003337327739,질분비물냄새,829946,grp-a001-01-000000018702459,cmp-a001-01-000000003551342,False,APPROVED,1540,False,False,2020-12-07T08:47:59.000Z,2020-12-07T08:58:29.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329784,여성청결제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,3530,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329785,여성세정제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,2840,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329786,여성청결제순위,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,2280,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329787,질냄새,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,2440,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:40.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329788,생리냄새,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,2000,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329789,여성청결제추천,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,3630,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329790,질세정제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,3020,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329791,Y존,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,True,APPROVED,1790,False,False,2020-12-07T08:48:38.000Z,2021-02-16T09:18:35.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 3}
nkw-a001-01-000003337329792,유리아주여성청결제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,510,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329793,여성청결제사용법,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,1570,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329794,임산부여성청결제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,1660,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329795,여성질세정제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,2540,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329796,올리브영여성청결제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,PENDING,70,False,False,2020-12-07T08:48:38.000Z,2020-12-08T03:50:31.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 4}
nkw-a001-01-000003337329797,여성질,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,2730,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329798,올리브영질세정제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,720,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329799,와이존,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,960,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329800,이너감,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,PENDING,280,False,False,2020-12-07T08:48:38.000Z,2021-01-08T02:52:01.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 3}
nkw-a001-01-000003337329801,질에서냄새,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,1880,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329802,Y존케어,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,2910,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329803,세정제,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,1340,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329804,분비물,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,310,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329805,질냄새제거,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,2600,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329806,여자생식기가려움,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,390,False,False,2020-12-07T08:48:38.000Z,2020-12-08T05:03:55.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329807,질분비물,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,PENDING,2650,False,False,2020-12-07T08:48:38.000Z,2020-12-08T05:09:09.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 4}
nkw-a001-01-000003337329808,여성용품,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,1140,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337329809,냉냄새,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,1780,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337329810,칸디다균,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,PENDING,70,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 4}
nkw-a001-01-000003337329811,질건조증,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,True,APPROVED,3130,False,False,2020-12-07T08:48:38.000Z,2021-02-16T09:04:41.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 3}
nkw-a001-01-000003337329812,질분비물냄새,829946,grp-a001-01-000000018702588,cmp-a001-01-000000003551333,False,APPROVED,3110,False,False,2020-12-07T08:48:38.000Z,2020-12-07T08:59:18.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 3}
nkw-a001-01-000003337857895,생리,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,True,APPROVED,3750,False,False,2020-12-07T11:40:29.000Z,2021-02-16T09:20:36.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 4}
nkw-a001-01-000003337857896,여성용품,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,True,APPROVED,1260,False,False,2020-12-07T11:40:29.000Z,2021-02-10T06:02:32.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 4}
nkw-a001-01-000003337857897,월경,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,70,False,False,2020-12-07T11:40:29.000Z,2020-12-15T05:30:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857898,생리대,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,True,APPROVED,5420,False,False,2020-12-07T11:40:29.000Z,2021-02-16T09:20:51.000Z,PAUSED,KEYWORD_PAUSED,{'qiGrade': 4}
nkw-a001-01-000003337857899,딸첫생리선물,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,1470,False,False,2020-12-07T11:40:29.000Z,2021-02-16T09:22:05.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857900,팬티라이너,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,3270,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857901,안전한생리대,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,4390,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857902,입는오버나이트,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,710,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857903,입는생리대,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,980,False,False,2020-12-07T11:40:29.000Z,2021-02-16T09:23:12.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857904,오버나이트,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,2250,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857905,면생리대,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,PENDING,1460,False,False,2020-12-07T11:40:29.000Z,2021-04-08T01:21:50.000Z,PAUSED,KEYWORD_DISAPPROVED,{'qiGrade': 4}
nkw-a001-01-000003337857906,생리패드,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,580,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857907,생리대오버나이트,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,1630,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857908,올리브영생리대,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,1250,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857909,발암물질없는생리대,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,2420,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857910,팬티형생리대,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,820,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
nkw-a001-01-000003337857911,생리대팬티형,829946,grp-a001-01-000000018705520,cmp-a001-01-000000003551333,False,APPROVED,510,False,False,2020-12-07T11:40:29.000Z,2020-12-15T07:01:32.000Z,ELIGIBLE,ELIGIBLE,{'qiGrade': 4}
