id,follow_count,followed_by_count,has_profile_picture,is_private,is_published,media_count,profile_pic,username,id,datetime
20230308,8,4352,True,False,True,120,https://scontent-gmp1-1.xx.fbcdn.net/v/t51.2885-15/295716901_1098030167466458_8039863139210607967_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=86c713&_nc_ohc=yWqgFo-OyyIAX9GnT0y&_nc_ht=scontent-gmp1-1.xx&edm=AAIyh0EEAAAA&oh=00_AfDgT0eNCT4zaEN-wYUtOuNm_17TobWzveZulIlmbLwkcg&oe=640C7A10,cheremimaka,1819500574789105,2023-03-08 09:59:15
