106040033@n,6,1,54300.000
106114803@n,198,2,64100.000
10638839@n,7,1,49800.000
10639024@n,361,1,14400.000
10640476@n,302,1,29200.000
10640590@n,136,1,39569.000
106512559@n,17,1,40900.000
10653715@n,322,1,160009.000
10661156@n,225,1,36500.000
106694931@n,280,1,39300.000
1067021@n,257,1,34475.000
10671304@n,9,1,31900.000
10671536@n,87,1,35000.000
106755939@n,133,2,29800.000
106798313@n,234,1,35647.000
107136630@n,334,1,38700.000
107176739@n,286,1,33239.000
10722658@n,56,1,39400.000
10724107@n,97,1,16100.000
107261002@n,147,1,35500.000
10732962@n,51,1,62600.000
1074305@n,213,2,33300.000
107454028@n,74,1,43610.000
107601032@n,321,1,30900.000
10768980@n,74,1,17900.000
107915605@n,286,1,38700.000
1080039@n,297,1,52100.000
108118968@n,83,2,49400.000
10814605@n,18,2,78125.000
10817315@n,301,1,31643.000
10826489@n,131,1,41400.000
108291950@n,119,1,36400.000
108304649@n,53,1,30800.000
10832841@n,97,2,147567.000
10835930@n,59,1,38800.000
108418145@n,29,1,41900.000
1085567@n,126,1,113500.000
108581747@n,319,1,27901.000
108599547@n,145,1,28700.000
108779015@n,96,2,161485.000
10879592@n,214,2,78799.000
10887716@n,214,1,39125.000
109021891@n,140,1,38200.000
109173297@n,91,1,36000.000
109293609@n,14,2,59600.000
109328480@n,84,2,164916.000
10934190@n,345,1,35500.000
109461252@n,339,1,38700.000
109562494@n,87,3,43899.000
109581460@n,362,1,40300.000
109597285@n,21,1,17900.000
10962397@n,12,1,38900.000
109771552@n,322,1,85700.000
109794590@n,357,1,15400.000
10986075@n,176,1,47300.000
109892208@n,328,1,32900.000
109999518@n,326,1,57900.000
11002687@n,364,1,32800.000
110073769@n,51,1,29800.000
110257048@n,106,1,68600.000
11030245@n,211,2,34800.000
11032535@n,211,1,40700.000
11042265@n,101,1,38900.000
11064764@n,199,1,38900.000
110771920@n,76,1,40900.000
110787547@n,107,1,35600.000
11083633@n,157,1,40700.000
110903312@n,298,1,15400.000
110976590@n,266,1,40700.000
111216573@n,149,1,38800.000
111229290@n,28,2,34800.000
11126263@n,79,1,45900.000
111286578@n,121,1,33200.000
11131171@n,109,1,15400.000
111353133@n,141,1,17400.000
11146372@n,235,1,110455.000
11149078@n,127,1,38700.000
111579067@n,324,1,35436.000
111676180@n,146,1,15400.000
111690753@n,195,1,36900.000
11170739@n,96,1,33200.000
111717529@n,52,1,38800.000
11176372@n,319,1,30900.000
111807439@n,7,1,42800.000
11186233@n,322,1,30900.000
11199275@n,66,1,40000.000
11200591@n,325,1,44700.000
112018990@n,84,1,15200.000
11202080@n,208,1,29800.000
112075833@n,8,1,40900.000
11212291@n,109,2,48300.000
112145980@n,103,1,38700.000
112256518@n,279,1,13900.000
112407895@n,81,1,14500.000
112415436@n,19,1,30800.000
112555290@n,189,1,38700.000
11257541@n,314,1,41100.000
112603393@n,96,1,33400.000
11260595@n,3,1,103000.000
112633192@n,1,1,147000.000
11269919@n,104,1,15400.000
11277338@n,32,1,41000.000
112799188@n,223,1,13500.000
11285800@n,70,2,80248.000
112898034@n,298,1,50900.000
113207167@n,52,1,28900.000
11328873@n,262,1,30196.000
113540362@n,30,1,16900.000
113641524@n,30,1,40900.000
113745432@n,64,1,78800.000
113792127@n,112,1,32800.000
11384980@n,270,1,42300.000
11385306@n,253,1,28800.000
114177924@n,2,4,100670.000
11419434@n,8,1,15900.000
114213160@n,6,1,68800.000
114227439@n,82,1,38800.000
114295616@n,328,1,19300.000
11439082@n,19,1,16900.000
114412953@n,349,1,30900.000
11450547@n,219,1,40700.000
114614855@n,170,1,15400.000
114681825@n,75,1,16900.000
114749703@n,364,1,51600.000
114778318@n,284,1,17400.000
11490034@n,125,1,38700.000
115096374@n,110,1,18800.000
115143500@n,294,1,38700.000
11533530@n,76,1,40622.000
115357830@n,89,2,73576.000
115441330@n,18,1,16900.000
11548134@n,0,1,31900.000
11550150@n,204,1,76400.000
115523147@n,328,1,13900.000
115638879@n,299,1,38700.000
115644916@n,25,1,79800.000
115775788@n,270,1,36900.000
115827749@n,289,2,65070.000
11586488@n,266,1,85200.000
115989990@n,321,1,39900.000
116031755@n,145,1,38268.000
116084616@n,152,1,38800.000
11613249@n,49,2,64197.000
116133012@n,325,1,11900.000
11621575@n,98,1,38700.000
11631865@n,42,2,83600.000
116387459@n,184,1,36900.000
116393756@n,204,1,113500.000
116485247@n,324,1,42700.000
116503578@n,168,1,38700.000
116507304@n,319,1,25800.000
116520103@n,139,2,80992.000
11653388@n,183,1,37363.000
116584243@n,124,1,47900.000
11666974@n,49,1,60600.000
116749137@n,340,1,36900.000
116794113@n,109,3,46544.000
11680220@n,173,1,39539.000
11683024@n,240,1,15900.000
11690433@n,266,2,68919.000
116928624@n,86,1,113002.000
11697571@n,86,1,35000.000
117003480@n,215,1,40000.000
117060571@n,63,2,77326.000
117139043@n,49,1,13900.000
117160900@n,76,2,46300.000
117315275@n,114,3,99284.000
117320027@n,7,2,33300.000
11732536@n,83,1,53400.000
11733115@n,21,2,31800.000
11744644@n,96,1,34200.000
11749639@n,84,1,35000.000
117602408@n,315,1,75600.000
11771663@n,99,1,38700.000
11776555@n,96,1,73800.000
117826420@n,152,1,36900.000
11789314@n,64,1,40000.000
118002574@n,18,6,179732.000
11817448@n,120,1,38700.000
118315241@n,335,1,36900.000
11843313@n,232,1,70800.000
118495287@n,333,1,34485.000
11850925@n,42,1,14900.000
118767825@n,13,1,15900.000
118836294@n,231,1,40700.000
11884441@n,139,2,35200.000
119027211@n,4,1,41700.000
119106205@n,12,1,41900.000
11912022@n,232,1,38700.000
119156941@n,98,1,15400.000
119216770@n,152,1,38700.000
1194789@n,6,1,51600.000
1194834@n,85,1,33200.000
119500749@n,42,1,37000.000
11964246@n,41,1,37100.000
11969396@n,363,1,27800.000
119802548@n,77,1,30100.000
119935284@n,56,1,38800.000
12007802@n,155,3,121666.000
120136480@n,339,1,38700.000
12021573@n,84,3,204295.000
12028179@n,90,1,35000.000
120285314@n,138,1,15900.000
12038353@n,161,2,56100.000
12040830@n,189,1,114468.000
120419615@n,224,1,39268.000
12049956@n,80,1,30800.000
12067035@n,348,1,14400.000
120705752@n,219,1,27682.000
12070635@n,6,1,16900.000
120831045@n,69,2,87800.000
12084251@n,9,1,40900.000
120859246@n,72,1,40900.000
120859707@n,348,1,15400.000
120951946@n,268,1,38700.000
12138925@n,364,1,42600.000
121460623@n,67,1,30300.000
12149273@n,260,1,38700.000
121505209@n,28,1,29800.000
121534794@n,149,1,111090.000
12156188@n,84,1,34200.000
1215886@n,28,2,72900.000
121670063@n,84,3,142122.000
1217315987@g,91,1,141800.000
12179609@n,253,1,31492.000
122014449@n,259,1,64400.000
12203735@n,7,1,41900.000
12220557@n,318,1,13900.000
122265125@n,96,1,81400.000
12237890@n,166,1,40700.000
12238947@n,70,1,31900.000
12250688@n,269,1,112225.000
122557182@n,5,1,79100.000
12279308@n,269,1,38900.000
12291208@n,33,1,16900.000
12313222@n,315,1,23800.000
123132949@n,308,1,36500.000
123213524@n,215,1,28800.000
123284026@n,114,1,36900.000
123295961@n,307,1,34344.000
12339917@n,13,1,61800.000
123412881@n,158,1,38534.000
123476900@n,118,2,75229.000
123499296@n,295,1,15400.000
123545494@n,252,3,76510.000
12368804@n,148,1,38800.000
124048580@n,138,2,73007.000
124106074@n,216,1,23300.000
12412052@n,154,1,39288.000
12415665@n,84,1,34200.000
12416623@n,280,1,35500.000
124310074@n,41,1,40900.000
124450333@n,251,2,111011.000
124544599@n,125,2,91007.000
124661357@g,93,1,33200.000
12501797@n,194,1,64285.000
125048420@n,127,1,30900.000
125144635@n,183,1,38700.000
125205887@n,158,1,38700.000
125259035@n,81,1,30100.000
125277615@n,70,1,67800.000
12535148@n,174,2,53439.000
125411188@n,39,1,16300.000
125630286@n,83,1,32113.000
12566014@n,84,1,114000.000
125765944@n,336,1,31900.000
12578994@n,334,1,17400.000
12581389@n,296,1,36900.000
125855565@n,287,2,30913.000
125929061@n,363,1,40400.000
12627679@n,33,1,40900.000
12628260@n,144,1,48600.000
126283213@n,153,2,51871.000
126288615@n,185,1,37000.000
12636896@n,275,1,38500.000
12643408@n,46,3,49700.000
12648618@n,218,2,72688.000
12654892@n,315,1,141660.000
12661846@n,57,1,52700.000
126865340@n,11,2,32800.000
12686888@n,202,1,45139.000
12689520@n,42,2,80600.000
1270020@n,210,1,70400.000
12700611@n,166,2,87005.000
12705259@n,20,1,86800.000
12713052@n,315,1,35800.000
127183624@n,13,1,15900.000
127230816@n,71,1,37334.000
12724702@n,78,1,40900.000
127258645@n,87,1,34200.000
127260993@n,13,1,70800.000
12728389@n,132,1,35500.000
127284223@n,25,1,48800.000
127307467@n,25,1,16900.000
127335869@n,362,1,17400.000
127389177@n,209,3,128351.000
127468820@n,98,1,41800.000
12748594@n,59,1,206600.000
12762673@n,84,3,165679.000
127760245@n,38,2,51000.000
12783013@n,293,1,35117.000
127853862@n,98,2,69662.000
127924665@n,327,1,32900.000
127962420@n,335,2,52400.000
12808518@n,330,1,41434.000
128178833@n,39,2,162300.000
12831548@n,267,1,34400.000
128510015@n,14,1,98000.000
12862970@n,27,2,72992.000
12872331@n,182,1,41046.000
12872360@n,78,1,137500.000
129038146@n,124,2,73366.000
12924511@n,14,2,64669.000
129495991@n,315,1,30500.000
129503690@n,56,1,40900.000
129546760@n,312,1,15400.000
12978463@n,314,1,31500.000
129897633@n,258,1,29900.000
13014880@n,362,1,12900.000
130228836@n,74,1,40900.000
130426517@n,77,1,14500.000
13062403@n,209,2,149879.000
13067452@n,22,1,38800.000
13070093@n,12,1,16900.000
13079960@n,0,1,15900.000
130801141@n,158,2,69038.000
130981262@n,6,1,34700.000
131000296@n,14,1,37900.000
131011917@n,360,1,41000.000
13104793@n,83,1,73400.000
131089228@n,50,1,28900.000
13113315@n,138,1,38700.000
13115246@n,353,1,35500.000
13116551@n,85,1,115000.000
131301621@n,257,1,36676.000
13148804@n,37,2,64991.000
131517427@n,196,3,349644.000
131577697@n,111,1,45600.000
131664504@n,27,1,40000.000
13168722@n,166,1,36500.000
13177466@n,135,2,69071.000
13180461@n,68,1,29300.000
13206936@n,147,1,37625.000
1320859@n,28,1,40900.000
132110283@n,121,2,34700.000
132129579@n,13,1,38900.000
13214968@n,328,1,30900.000
13215815@n,34,1,16900.000
13218579@n,249,1,41800.000
132316642@n,327,1,13900.000
13242893@n,349,1,14400.000
132571693@n,64,1,40900.000
132582498@n,3,1,92600.000
13258675@n,346,1,36900.000
13264260@n,21,2,78439.000
132658364@n,185,1,39514.000
13268630@n,110,1,36900.000
132763414@n,4,1,31900.000
132779479@n,94,2,33457.000
132899084@n,24,1,40000.000
132956468@n,349,1,13900.000
13295881@n,226,1,30327.000
133031391@n,103,1,35500.000
133052998@n,90,3,104825.000
133161880@n,97,1,43600.000
13322127@n,183,1,40700.000
13349162@n,279,1,38700.000
133558420@n,25,1,16900.000
13357861@n,87,1,35000.000
13373323@n,87,1,114000.000
133770306@n,330,1,15807.000
13382943@n,230,1,36900.000
134149431@n,317,2,125400.000
134211100@n,355,1,41800.000
13428427@n,32,4,68804.000
134295445@n,349,1,36500.000
13430127@n,216,1,38700.000
13446161@n,175,1,37793.000
13471831@n,263,1,36900.000
134774364@n,299,1,15900.000
13481039@n,126,1,35500.000
134816627@n,127,1,66600.000
134843809@n,65,1,40900.000
134876148@n,354,1,64800.000
134954383@n,4,1,40900.000
135067811@n,55,1,50700.000
13507560@n,160,1,13900.000
135232801@n,109,1,35500.000
135270031@n,55,3,149366.000
13532632@n,32,1,48800.000
135365436@n,14,1,31900.000
135459836@n,48,1,12900.000
135519178@n,19,2,76200.000
13554247@n,177,1,76000.000
135557535@n,3,2,179308.000
135720938@n,181,1,38900.000
135781315@n,327,1,30900.000
135788394@n,168,1,38700.000
13586854@n,40,2,52300.000
13587421@n,334,1,35766.000
135878494@n,83,1,35000.000
135995245@n,68,2,33800.000
13600101@n,323,1,30900.000
13619121@n,162,1,114204.000
136193878@n,98,1,38700.000
13624582@n,271,1,15613.000
1362524@n,314,1,38700.000
136265885@n,315,2,39200.000
13626843@n,61,1,41900.000
1362777641@g,94,1,35000.000
13628355@n,292,1,36733.000
136289529@n,30,1,40900.000
13633004@n,128,1,37800.000
136537678@n,41,1,15239.000
13654035@n,175,1,35738.000
136555056@n,96,1,28800.000
13655748@n,194,1,38800.000
13655928@n,34,1,50500.000
13660625@n,197,2,78800.000
13673706@n,49,1,14900.000
136752807@n,84,1,69400.000
136855625@n,63,3,99455.000
136861037@n,221,1,38700.000
136889191@n,139,2,32300.000
13690766@n,24,1,40900.000
136957667@n,142,2,51221.000
136992382@n,224,1,38700.000
137020848@n,35,2,54036.000
137044510@n,82,1,40000.000
137082947@n,285,1,35500.000
137201742@n,95,1,38800.000
137242694@n,85,1,69200.000
13726715@n,314,1,40681.000
13727967@n,104,1,40300.000
137403993@n,152,1,28300.000
137441407@n,318,1,34800.000
137447813@n,96,1,35000.000
137501497@n,63,2,77439.000
137535711@n,42,1,40900.000
13755125@n,62,2,65700.000
13768736@n,62,1,40000.000
13771115@n,108,1,41800.000
138056988@n,28,1,52700.000
13810583@n,7,1,40900.000
13824544@n,146,1,38700.000
138279308@n,10,1,31900.000
138499477@n,243,2,132800.000
13869810@n,247,1,66800.000
13874854@n,69,1,16400.000
13874880@n,321,1,24800.000
138789710@n,271,1,34400.000
138930672@n,134,1,61300.000
13895610@n,229,1,38700.000
138958827@n,248,1,70400.000
13902102@n,315,1,39600.000
13913115@n,20,3,113593.000
139205768@n,39,1,36900.000
13929420@n,132,1,40700.000
13930489@n,168,1,37090.000
13935375@n,168,1,50900.000
13936871@n,221,1,36900.000
139607445@n,74,1,31500.000
139612677@n,315,1,23800.000
139640035@n,364,1,36400.000
13966661@n,20,1,49200.000
13968006@n,346,1,35500.000
139721373@n,146,2,77463.000
139739215@n,327,1,33700.000
139748004@n,160,1,38700.000
13977243@n,320,2,69245.000
140063023@n,24,1,87700.000
14029488@n,5,3,114379.000
14047335@n,124,1,36500.000
140571221@n,322,1,14583.000
14071047@n,110,1,13900.000
140987272@n,327,1,30900.000
141011993@n,303,1,38700.000
141055456@n,282,2,72800.000
14110107@n,106,2,76239.000
141133546@n,302,1,41200.000
141286148@n,81,2,83600.000
14133803@n,96,1,36000.000
14146194@n,189,1,75800.000
141511397@n,125,1,52600.000
14210535@n,6,1,31900.000
14215057@n,155,1,115500.000
14228024@n,120,1,28900.000
14230756@n,19,1,76800.000
14247415@n,299,1,38900.000
14247991@n,305,1,38700.000
14249202@n,153,1,41400.000
142540281@n,98,1,38700.000
14256448@n,2,1,16900.000
14259471@n,270,1,36941.000
142657004@n,98,1,38700.000
14281272@n,152,1,29900.000
142815117@n,19,1,81000.000
14285281@n,156,1,36400.000
14288213@n,99,1,29414.000
14294762@n,142,1,28300.000
14296928@n,138,2,77600.000
142998251@n,225,1,37847.000
14312415@n,327,1,12800.000
14329121@n,44,1,40000.000
14332140@n,317,1,82700.000
143398110@n,80,1,31400.000
14352571@n,357,1,38700.000
14364942@n,358,1,38700.000
14388720@n,42,1,49700.000
14395281@n,334,1,37198.000
14399530@n,258,2,55700.000
14404472@n,102,1,63500.000
14406356@n,349,1,38700.000
14421349@n,327,1,35800.000
144228589@n,353,1,40700.000
144367694@n,80,1,14500.000
14456481@n,13,2,64168.000
144661890@n,155,1,66400.000
144689793@n,202,1,28900.000
144917766@n,348,1,35900.000
1449739@n,23,1,70800.000
14498744@n,13,1,66870.000
14503047@n,328,1,40100.000
14525893@n,11,1,42300.000
14530654@n,48,3,88268.000
14537647@n,224,1,28900.000
14542907@n,185,2,74098.000
14543044@n,322,1,81539.000
14544932@n,340,1,17400.000
14558905@n,174,2,31300.000
145597389@n,0,1,38800.000
14565604@n,163,1,38700.000
14568181@n,355,1,22300.000
14581395@n,344,1,40300.000
14587688@n,274,3,83960.000
145936328@n,40,1,26800.000
1459555@n,83,1,34200.000
14611723@n,42,1,40900.000
146184423@n,55,1,14900.000
146186873@n,322,1,30900.000
14621403@n,56,1,15900.000
14630275@n,55,1,16900.000
146334870@n,82,1,40000.000
14640499@n,55,1,38900.000
14640657@n,1,1,40900.000
146523203@n,214,1,47900.000
14663324@n,50,1,13900.000
14677980@n,87,1,35000.000
14682004@n,313,1,42645.000
14693019@n,98,1,69700.000
14696217@n,270,1,37393.000
147092606@n,87,1,34200.000
14719007@n,224,1,38900.000
147333182@n,112,1,37337.000
147401943@n,42,2,57700.000
14751774@n,46,1,13900.000
14769913@n,346,1,38700.000
147734476@n,44,1,40900.000
147743467@n,102,1,40300.000
14796075@n,313,1,36900.000
14802408@n,96,1,16100.000
14806618@n,214,1,31500.000
14816740@n,301,1,39479.000
14821687@n,86,1,114000.000
14841743@n,252,1,43800.000
148450035@n,196,1,38700.000
1485261@n,35,1,37100.000
1486050@n,210,1,35400.000
14878212@n,356,1,38700.000
148865021@n,89,1,7800.000
148944339@n,84,1,35000.000
14904497@n,327,1,44800.000
14912886@n,65,1,49300.000
14918789@n,354,1,34400.000
14941598@n,96,1,35000.000
149476668@n,84,1,34200.000
14948164@n,33,1,40900.000
14970352@n,204,1,38700.000
14972909@n,88,1,35000.000
14978048@n,299,1,36400.000
14978846@n,70,2,86550.000
149813083@n,90,1,32400.000
149824742@n,330,1,37521.000
149847959@n,105,1,15900.000
150108105@n,82,1,30100.000
15014428@n,56,1,81700.000
15018369@n,159,1,37500.000
150233623@n,190,1,47300.000
150240235@n,0,2,47300.000
15028304@n,330,1,36900.000
150343854@n,154,1,29900.000
150347623@n,36,1,70400.000
15047249@n,215,1,36900.000
150516299@n,24,2,134496.000
150610640@n,347,1,47900.000
15069210@n,64,1,37900.000
150734483@n,99,1,15400.000
15076461@n,180,2,61000.000
15089633@n,210,1,37279.000
150980512@n,349,1,15400.000
15103283@n,126,1,38700.000
15105658@n,235,1,28900.000
151086725@n,209,2,62086.000
15116119@n,187,1,15900.000
15121677@n,68,1,40900.000
15137266@n,17,1,31900.000
1514764033@g,79,1,94500.000
15150265@n,200,1,39600.000
151633180@n,147,1,31900.000
151684725@n,273,1,69100.000
151707389@n,86,1,35000.000
15172720@n,21,1,53300.000
151744616@n,159,1,34400.000
15176444@n,68,1,15900.000
15180351@n,252,1,28900.000
15189522@n,334,1,32660.000
151975174@n,323,1,30900.000
152022723@n,10,1,31300.000
152035344@n,320,1,30900.000
152158144@n,99,1,34400.000
152177099@n,110,1,115500.000
15238844@n,319,1,30900.000
152537863@n,232,1,34400.000
15258213@n,287,1,38133.000
152656836@n,301,1,17400.000
152682287@n,268,1,39700.000
152744214@n,17,1,31900.000
15279900@n,47,1,40900.000
15286258@n,263,1,20300.000
1529250671@g,16,1,40900.000
152942123@n,283,1,15400.000
15296754@n,158,1,112600.000
153156875@n,55,1,16900.000
15317817@n,153,1,47900.000
15328072@n,337,1,38900.000
153358533@n,350,1,28700.000
153488026@n,320,1,14739.000
153511651@n,41,1,37100.000
153588778@n,10,1,33900.000
153901761@n,10,4,108236.000
15410376@n,68,2,67710.000
154383803@n,283,1,15400.000
154469241@n,70,1,42800.000
1545067998@k,93,1,31400.000
1545188641@k,199,1,36900.000
1545667764@k,292,3,187856.000
1545727173@k,104,1,38700.000
1545975758@k,175,2,107666.000
154603243@n,181,1,36900.000
1546358740@k,192,1,40800.000
1546380837@k,133,1,39765.000
15464507@n,299,1,40700.000
1546747016@k,154,1,51800.000
1546756549@k,299,1,31900.000
1547194282@k,334,1,37777.000
15472641@n,67,1,32900.000
1547443160@k,92,2,72700.000
154744596@n,279,1,21800.000
1547535460@k,236,1,14400.000
1547559142@k,350,1,37700.000
1547747964@k,283,1,38070.000
1547868168@k,205,1,37700.000
1547913521@k,364,1,38900.000
1548363341@k,332,1,12900.000
1548612152@k,141,2,75083.000
1548693357@k,91,1,34700.000
154873712@n,96,1,35000.000
15487935@n,63,1,69990.000
1548832943@k,96,2,197000.000
15491233@n,16,2,87900.000
1549328947@k,41,2,51400.000
154950993@n,236,1,31500.000
1549684737@k,315,1,37315.000
1549688804@k,319,1,38000.000
1549931962@k,100,2,74600.000
1550426715@k,235,1,17400.000
1550452486@k,351,1,39158.000
1550521387@k,245,1,38500.000
1550736342@k,270,2,59500.000
1550760885@k,355,1,71500.000
1550887600@k,318,1,29900.000
1550903483@k,255,2,29300.000
1550906710@k,361,1,36400.000
1551288718@k,5,1,17900.000
1551540636@k,153,3,199970.000
1551577938@k,325,1,37379.000
1551747247@k,313,1,39545.000
1552263855@k,328,1,84700.000
1552741539@k,268,1,55800.000
1552892450@k,212,1,4500.000
1552914652@k,261,1,35700.000
1553610979@k,302,1,74800.000
1553848994@k,84,4,223363.000
1553917391@k,172,1,36400.000
155404123@n,324,1,48300.000
1554167764@k,178,1,37700.000
15548896@n,306,1,42433.000
1555218964@k,158,2,104851.000
1555397383@k,138,1,36900.000
1555480178@k,331,1,35800.000
1555557695@k,327,1,31900.000
1555601463@k,77,2,83342.000
1555759327@k,76,1,47300.000
1555867200@k,112,6,197952.000
1555885469@k,308,1,38900.000
1555946949@k,233,1,44400.000
155598088@n,218,2,73000.000
1556064961@k,139,2,81369.000
1556135085@k,68,2,89400.000
1556359789@k,15,6,249832.000
1556436684@k,249,1,72800.000
1556437438@k,9,1,41900.000
1556660534@k,232,1,34400.000
1556679260@k,175,1,20300.000
1556800394@k,10,1,35800.000
155687648@n,25,1,97500.000
1556905932@k,264,1,35700.000
1556977203@k,206,2,94002.000
1557118493@k,171,1,40700.000
1557203937@k,102,1,17400.000
1557215927@k,120,3,106833.000
15572814@n,295,1,26800.000
1557295577@k,250,1,79600.000
1557314389@k,53,2,59648.000
1557396228@k,316,1,38261.000
1557955954@k,89,1,48400.000
1557981987@k,342,1,35763.000
1558075527@k,20,2,119400.000
155851434@n,97,1,15400.000
1558668647@k,35,1,37068.000
1558808153@k,275,2,76304.000
1558853640@k,207,1,33500.000
1559326950@k,264,1,38700.000
1559378749@k,225,1,36900.000
1559562107@k,328,1,59634.000
1559657026@k,329,1,40700.000
1559678243@k,253,2,22500.000
155984038@n,162,2,76239.000
1559844808@k,236,2,73200.000
1559902637@k,159,2,76339.000
1560128868@k,73,1,41900.000
1560695000@k,179,2,63438.000
156091153@n,322,1,45579.000
1561046833@k,133,3,110704.000
1561258249@k,257,1,39668.000
1561348682@k,204,1,23000.000
1561390223@k,353,1,42066.000
1561509135@k,170,1,40700.000
15615280@n,83,1,16900.000
1561681367@k,355,1,32097.000
156168547@n,168,1,39300.000
1561766129@k,41,1,17300.000
1561828437@k,328,1,36600.000
1561870365@k,320,1,39900.000
156189325@n,112,1,37900.000
15620655@n,98,1,64800.000
15621372@n,264,1,39404.000
1562206958@k,350,1,39533.000
1562267027@k,313,1,29676.000
1562342384@k,72,3,202426.000
1562346461@k,240,1,37733.000
1562353534@k,327,1,42893.000
1562433137@k,5,1,39900.000
1562434385@k,44,5,271587.000
1562443036@k,315,1,54902.000
1562465604@k,327,1,43800.000
1562524147@k,98,1,32800.000
1562617392@k,105,1,40800.000
1562703637@k,104,2,72855.000
1562932641@k,13,3,106771.000
15629755@n,307,1,38700.000
1563078@n,315,1,32533.000
15631792@n,157,2,68900.000
1563507735@k,48,2,75734.000
1563618886@k,177,1,22300.000
1563661703@k,117,2,67496.000
15638878@n,96,1,48200.000
1563896730@k,193,1,38700.000
156390016@n,106,1,14900.000
1563987398@k,175,1,38900.000
1564043482@k,341,1,161792.000
1564146321@k,14,2,90443.000
156416529@n,244,1,38900.000
1564505395@k,282,1,65779.000
1564555738@k,48,1,48300.000
1564593833@k,360,1,38700.000
1564877597@k,344,1,38546.000
1565073395@k,250,1,17400.000
15653365@n,87,1,35000.000
15654206@n,314,1,41400.000
1565459678@k,346,1,49900.000
1565597302@k,257,1,46900.000
1565666136@k,142,1,45600.000
1565690137@k,319,1,38500.000
1565694670@k,125,1,40700.000
1565743265@k,306,1,113500.000
1565827683@k,333,1,39626.000
1566119676@k,270,1,38698.000
1566158195@k,327,1,38900.000
15666148@n,154,1,40700.000
1566642394@k,151,1,30800.000
1566856407@k,26,3,158857.000
1566859899@k,186,2,85493.000
15670869@n,85,1,44200.000
1567234134@k,116,1,36900.000
1567598990@k,13,1,90700.000
1567841801@k,263,1,33046.000
1568074761@k,328,1,11900.000
1568457108@k,185,1,41800.000
1568516091@k,184,1,115500.000
1568610499@k,227,1,42001.000
1568621915@k,97,1,36000.000
1568842431@k,223,1,38900.000
1568948162@k,236,1,28545.000
1568971569@k,333,1,43400.000
