date,RFM,grade,count,sales,fraction,sales_contr,contr_eff,min,weight
2023-03-01,R,1,8328.0,322881887.0,0.23458494126926002,0.17573868903887513,0.7491473582575776,275.0,0.053524117701991974
2023-03-01,R,2,9012.0,439754886.0,0.25385200416889664,0.23935051879847313,0.9428742529809804,180.0,0.053524117701991974
2023-03-01,R,3,7917.0,445147017.0,0.22300780259710995,0.24228535680338692,1.0864434068304962,89.0,0.053524117701991974
2023-03-01,R,4,10244.0,629500241.0,0.28855525196473336,0.3426254353592648,1.1873824268536959,0.0,0.053524117701991974
2023-03-01,F,1,27976.0,1117114084.0,0.7880341398833836,0.6080247066600668,0.771571529566022,1.0,0.4103324341326287
2023-03-01,F,2,5504.0,446739076.0,0.15503788625672515,0.24315188531674556,1.568338495753958,2.0,0.4103324341326287
2023-03-01,F,3,1801.0,225444509.0,0.05073096532492043,0.12270531131612497,2.4187458395523334,3.0,0.4103324341326287
2023-03-01,F,4,220.0,47986362.0,0.006197008534970846,0.026118096707062707,4.214629778170151,5.0,0.4103324341326287
2023-03-01,M,1,25318.0,833715464.0,0.7131630094926903,0.45377603567708796,0.6362865567016471,0.0,0.5361434481653794
2023-03-01,M,2,6572.0,480052261.0,0.18512154587194726,0.2612836409070166,1.4114166974802187,52915.0,0.5361434481653794
2023-03-01,M,3,3242.0,425540794.0,0.09132137122897946,0.23161404922699183,2.5362524249251814,102100.0,0.5361434481653794
2023-03-01,M,4,369.0,97975512.0,0.010394073406382919,0.053326274188903566,5.13045002704679,198670.0,0.5361434481653794
