2023-02-01,10004031@n,178,1,32400,3,2,2,2.1440853157628665
2023-02-01,100094816@n,46,1,28400,5,1,1,1.5763412630514664
2023-02-01,10017164@n,178,1,34839,3,2,2,2.1440853157628665
2023-02-01,10019630@n,104,1,42800,4,4,4,4.0
2023-02-01,10020545@n,99,1,41900,4,3,4,3.5915744073492446
2023-02-01,10021075@n,211,1,38700,3,3,3,3.0
2023-02-01,100257260@n,178,1,114000,3,4,5,4.3034037758235115
2023-02-01,10026056@n,39,3,66739,5,5,4,4.5525109084136215
2023-02-01,100300081@n,336,1,21000,1,1,1,1.0
2023-02-01,100306896@n,364,1,15400,1,1,1,1.0
2023-02-01,100407446@n,47,1,56400,5,4,4,4.144085315762866
2023-02-01,100409635@n,8,1,38800,5,3,3,3.288170631525733
2023-02-01,100421153@n,1,6,207200,5,5,5,5.0
2023-02-01,10044543@n,47,1,49400,5,4,4,4.144085315762866
2023-02-01,100452834@n,333,1,66600,1,4,4,3.5677440527114
2023-02-01,100505918@n,188,1,35000,3,2,2,2.1440853157628665
2023-02-01,100517264@n,347,1,34408,1,2,2,1.8559146842371335
2023-02-01,10053939@n,34,2,127500,5,5,5,5.0
2023-02-01,100645308@n,362,1,38900,1,3,3,2.711829368474267
2023-02-01,100675503@n,235,1,40800,2,3,3,2.8559146842371335
2023-02-01,100734020@n,194,1,38700,3,3,3,3.0
2023-02-01,100837048@n,184,1,34000,3,2,2,2.1440853157628665
2023-02-01,10084263@n,85,1,70700,4,4,4,4.0
2023-02-01,100859885@n,25,1,39900,5,3,3,3.288170631525733
2023-02-01,10086444@n,21,1,39400,5,3,3,3.288170631525733
2023-02-01,10107654@n,118,1,70800,4,4,4,4.0
2023-02-01,10115166@n,34,1,40900,5,3,3,3.288170631525733
2023-02-01,10116179@n,41,1,31300,5,2,2,2.4322559472885996
2023-02-01,101174728@n,16,1,40900,5,3,3,3.288170631525733
2023-02-01,101294658@n,4,1,36900,5,2,3,2.879745038874978
2023-02-01,10132999@n,218,1,13900,2,1,1,1.1440853157628665
2023-02-01,101375905@n,143,1,60600,3,4,4,3.855914684237133
2023-02-01,10140247@n,48,1,31300,5,2,2,2.4322559472885996
2023-02-01,101464729@n,156,1,17900,3,1,1,1.288170631525733
2023-02-01,101506435@n,26,1,39400,5,3,3,3.288170631525733
2023-02-01,101638761@n,178,1,32400,3,2,2,2.1440853157628665
2023-02-01,101727884@n,59,1,31900,4,2,2,2.288170631525733
2023-02-01,101743829@n,98,2,58979,4,5,4,4.408425592650755
2023-02-01,101762375@n,245,1,43400,2,4,4,3.711829368474267
2023-02-01,10180298@n,179,1,35000,3,2,2,2.1440853157628665
2023-02-01,101807621@n,58,4,148560,5,5,5,5.0
2023-02-01,101910033@n,178,1,34200,3,2,2,2.1440853157628665
2023-02-01,10192047@n,311,1,113500,1,4,5,4.0152331442977784
