2023-02-01,R,5,7276.0,465716459.0,0.19915149856302175,0.24598549382322518,1.2351676768597488,59.0,0.14408531576286662
2023-02-01,F,5,7305.0,729646834.0,0.19994525797180784,0.38539015168893315,1.927478328809743,2.0,0.408425592650755
2023-02-01,M,5,7308.0,832723334.0,0.20002737101409607,0.43983384433512684,2.19886829540009,71498.0,0.44748909158637834
2023-02-01,R,4,7327.0,440812222.0,0.20054742028192143,0.2328313934723599,1.1609792494216826,137.0,0.14408531576286662
2023-02-01,F,4,7154.0,483729971.0,0.19581223484330093,0.2555000011144751,1.3048214342629785,1.0,0.408425592650755
2023-02-01,M,4,7393.0,395279494.0,0.2023539072122622,0.20878158727429594,1.031764546336589,41000.0,0.44748909158637834
2023-02-01,R,3,7365.0,397218079.0,0.2015875188175722,0.2098055231462796,1.0407664342361609,213.0,0.14408531576286662
2023-02-01,F,3,7501.0,295219982.0,0.20530997673463802,0.15593142921056533,0.7594927031339826,1.0,0.408425592650755
2023-02-01,M,3,7680.0,298754388.0,0.21020938825783494,0.15779825738139827,0.7506717882069514,36900.0,0.44748909158637834
2023-02-01,R,2,7243.0,308505061.0,0.19824825509785138,0.16294843849838944,0.821941350343595,293.0,0.14408531576286662
2023-02-01,F,2,7284.0,248464290.0,0.19937046667579034,0.13123566902557557,0.6582502976179851,1.0,0.408425592650755
2023-02-01,M,2,6848.0,230460742.0,0.18743670452990283,0.12172642459204322,0.6494268286317609,29990.0,0.44748909158637834
2023-02-01,R,1,7324.0,281016159.0,0.20046530723963324,0.1484291510597459,0.7404231340753437,364.0,0.14408531576286662
2023-02-01,F,1,7291.0,136206903.0,0.19956206377446284,0.07194274896045091,0.36050313170622333,1.0,0.408425592650755
2023-02-01,M,1,7306.0,136050022.0,0.19997262898590393,0.07185988641713573,0.3593486107651319,200.0,0.44748909158637834
