date,id,R,F,M,r_grade,f_grade,m_grade,rfm_index,group
2023-03-02,100094816@n,75,1,28400.0,3,1,1,1.024466792200526,new
2023-03-02,10019630@n,8,2,70600.0,4,2,2,2.024466792200526,new
2023-03-02,10020545@n,128,1,41900.0,2,1,1,1.012233396100263,esc
2023-03-02,100213738@n,10,1,15900.0,4,1,1,1.0367001883007891,new
2023-03-02,100248766@n,15,1,33900.0,4,1,1,1.0367001883007891,new
2023-03-02,10026056@n,68,2,28039.0,3,2,1,1.3576398494578086,new
2023-03-02,100407446@n,76,1,56400.0,3,1,2,1.6790603388429806,new
2023-03-02,100409635@n,37,1,38800.0,4,1,1,1.0367001883007891,new
2023-03-02,100421153@n,30,3,114700.0,4,3,3,3.012233396100263,VIP
2023-03-02,10044543@n,76,1,49400.0,3,1,1,1.024466792200526,new
2023-03-02,10053939@n,63,1,46100.0,3,1,1,1.024466792200526,new
2023-03-02,10073891@n,18,1,12900.0,4,1,1,1.0367001883007891,new
2023-03-02,10084263@n,114,1,70700.0,2,1,2,1.6668269427427176,esc
2023-03-02,100859885@n,54,1,39900.0,3,1,1,1.024466792200526,new
2023-03-02,10086444@n,50,1,39400.0,3,1,1,1.024466792200526,new
2023-03-02,10107654@n,147,1,70800.0,2,1,2,1.6668269427427176,esc
2023-03-02,10115166@n,63,1,40900.0,3,1,1,1.024466792200526,new
2023-03-02,10116179@n,70,1,31300.0,3,1,1,1.024466792200526,new
2023-03-02,101174728@n,45,1,40900.0,4,1,1,1.0367001883007891,new
2023-03-02,101227341@n,6,1,29900.0,4,1,1,1.0367001883007891,new
2023-03-02,101294658@n,33,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,101375905@n,172,1,60600.0,1,1,2,1.6545935466424546,esc
2023-03-02,10140247@n,77,1,31300.0,3,1,1,1.024466792200526,new
2023-03-02,101464729@n,185,1,17900.0,1,1,1,1.0,esc
2023-03-02,101506435@n,55,1,39400.0,3,1,1,1.024466792200526,new
2023-03-02,10169889@n,12,2,71800.0,4,2,2,2.024466792200526,new
2023-03-02,101727884@n,88,1,31900.0,3,1,1,1.024466792200526,new
2023-03-02,101743829@n,127,1,41579.0,2,1,1,1.012233396100263,esc
2023-03-02,101807621@n,5,3,115160.0,4,3,3,3.012233396100263,VIP
2023-03-02,10202984@n,17,1,34900.0,4,1,1,1.0367001883007891,new
2023-03-02,1020340454@g,144,1,15900.0,2,1,1,1.012233396100263,esc
2023-03-02,102110169@n,199,1,39800.0,1,1,1,1.0,esc
2023-03-02,102122020@n,7,2,74300.0,4,2,2,2.024466792200526,new
2023-03-02,1021454803@g,83,1,30800.0,3,1,1,1.024466792200526,new
2023-03-02,102165060@n,69,3,58791.0,3,3,2,2.345406453357546,ROYAL
2023-03-02,102167627@n,21,1,13900.0,4,1,1,1.0367001883007891,new
2023-03-02,102188313@n,38,2,74529.0,4,2,2,2.024466792200526,new
2023-03-02,102242878@n,85,1,57200.0,3,1,2,1.6790603388429806,new
2023-03-02,102429750@n,147,1,101400.0,2,1,2,1.6668269427427176,esc
2023-03-02,102491096@n,117,1,46900.0,2,1,1,1.012233396100263,esc
2023-03-02,102500152@n,79,1,32800.0,3,1,1,1.024466792200526,new
2023-03-02,102587136@n,105,1,153000.0,2,1,3,2.3214204893851718,esc-VIP
2023-03-02,102594008@n,99,1,13900.0,2,1,1,1.012233396100263,esc
2023-03-02,102608604@n,161,1,38100.0,1,1,1,1.0,esc
2023-03-02,10263837@n,46,1,29300.0,3,1,1,1.024466792200526,new
2023-03-02,102657701@g,66,1,28400.0,3,1,1,1.024466792200526,new
2023-03-02,10268713@n,69,1,31400.0,3,1,1,1.024466792200526,new
2023-03-02,10269050@n,189,1,67738.0,1,1,2,1.6545935466424546,esc
2023-03-02,102721416@n,28,2,31200.0,4,2,1,1.3698732455580716,new
2023-03-02,10274023@n,23,3,153636.0,4,3,3,3.012233396100263,VIP
2023-03-02,102752249@n,75,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,102814364@n,145,1,15900.0,2,1,1,1.012233396100263,esc
2023-03-02,102831432@n,121,1,50600.0,2,1,1,1.012233396100263,esc
2023-03-02,10302390@n,127,1,65700.0,2,1,2,1.6668269427427176,esc
2023-03-02,103095265@n,122,2,80700.0,2,2,2,2.0,esc
2023-03-02,103127011@n,125,1,16900.0,2,1,1,1.012233396100263,esc
2023-03-02,103236345@n,93,1,13900.0,3,1,1,1.024466792200526,new
2023-03-02,103298102@n,181,1,50300.0,1,1,1,1.0,esc
2023-03-02,103376515@n,96,1,69875.0,2,1,2,1.6668269427427176,esc
2023-03-02,10341732@n,142,1,40000.0,2,1,1,1.012233396100263,esc
2023-03-02,10348836@n,192,1,153000.0,1,1,3,2.309187093284909,esc-VIP
2023-03-02,104050752@n,36,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,104166985@n,163,1,42300.0,1,1,1,1.0,esc
2023-03-02,10424512@n,171,1,29800.0,1,1,1,1.0,esc
2023-03-02,104301039@n,73,1,81800.0,3,1,2,1.6790603388429806,new
2023-03-02,104359341@n,10,1,28800.0,4,1,1,1.0367001883007891,new
2023-03-02,104362025@n,77,1,40700.0,3,1,1,1.024466792200526,new
2023-03-02,104399380@n,107,1,36900.0,2,1,1,1.012233396100263,esc
2023-03-02,10442784@n,128,2,85100.0,2,2,2,2.0,esc
2023-03-02,104439612@n,76,1,65500.0,3,1,2,1.6790603388429806,new
2023-03-02,104470784@n,9,1,14900.0,4,1,1,1.0367001883007891,new
2023-03-02,104507096@n,37,1,40400.0,4,1,1,1.0367001883007891,new
2023-03-02,10453333@n,66,1,31700.0,3,1,1,1.024466792200526,new
2023-03-02,104668066@n,72,1,34000.0,3,1,1,1.024466792200526,new
2023-03-02,10474157@n,163,2,57800.0,1,2,2,1.987766603899737,esc
2023-03-02,10477850@n,69,2,45100.0,3,2,1,1.3576398494578086,new
2023-03-02,10480436@n,68,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,10482953@n,181,1,40900.0,1,1,1,1.0,esc
2023-03-02,1051867554@g,6,1,37900.0,4,1,1,1.0367001883007891,new
2023-03-02,10527017@n,2,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,10558153@n,191,1,41000.0,1,1,1,1.0,esc
2023-03-02,10569049@n,167,1,12900.0,1,1,1,1.0,esc
2023-03-02,10582416@n,92,1,82800.0,3,1,2,1.6790603388429806,new
2023-03-02,10598086@n,3,1,26405.0,4,1,1,1.0367001883007891,new
2023-03-02,106040033@n,127,1,54300.0,2,1,2,1.6668269427427176,esc
2023-03-02,106246875@n,36,1,158200.0,4,1,3,2.345887281585698,semi-VIP
2023-03-02,10638839@n,128,1,49800.0,2,1,1,1.012233396100263,esc
2023-03-02,106415689@n,92,1,49800.0,3,1,1,1.024466792200526,new
2023-03-02,106465767@n,103,1,11900.0,2,1,1,1.012233396100263,esc
2023-03-02,106512559@n,138,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,106694931@n,71,1,33012.0,3,1,1,1.024466792200526,new
2023-03-02,10671304@n,130,1,31900.0,2,1,1,1.012233396100263,esc
2023-03-02,10722658@n,177,1,39400.0,1,1,1,1.0,esc
2023-03-02,10724306@n,85,1,38800.0,3,1,1,1.024466792200526,new
2023-03-02,10732962@n,172,1,62600.0,1,1,2,1.6545935466424546,esc
2023-03-02,1074305@n,74,1,32700.0,3,1,1,1.024466792200526,new
2023-03-02,107454028@n,195,1,43610.0,1,1,1,1.0,esc
2023-03-02,107543838@n,92,2,64100.0,3,2,2,2.012233396100263,new
2023-03-02,10768980@n,195,1,17900.0,1,1,1,1.0,esc
2023-03-02,10786382@n,108,1,47600.0,2,1,1,1.012233396100263,esc
2023-03-02,10788213@n,45,1,102600.0,4,1,2,1.6912937349432435,new
2023-03-02,108118968@n,204,1,34000.0,1,1,1,1.0,esc
2023-03-02,10814605@n,139,1,40780.0,2,1,1,1.012233396100263,esc
2023-03-02,10827263@n,2,1,37000.0,4,1,1,1.0367001883007891,new
2023-03-02,108291950@n,65,1,113408.0,3,1,3,2.333653885485435,semi-VIP
2023-03-02,108304649@n,174,1,30800.0,1,1,1,1.0,esc
2023-03-02,108342882@n,7,1,37900.0,4,1,1,1.0367001883007891,new
2023-03-02,10835930@n,180,1,38800.0,1,1,1,1.0,esc
2023-03-02,108418145@n,91,2,192691.0,3,2,3,2.6668269427427176,semi-VIP
2023-03-02,10856158@n,14,1,40900.0,4,1,1,1.0367001883007891,new
2023-03-02,108581747@n,92,1,29900.0,3,1,1,1.024466792200526,new
2023-03-02,1086136@n,80,1,87000.0,3,1,2,1.6790603388429806,new
2023-03-02,10872526@n,116,1,11700.0,2,1,1,1.012233396100263,esc
2023-03-02,108915001@n,59,1,95400.0,3,1,2,1.6790603388429806,new
2023-03-02,10893097@n,77,1,65800.0,3,1,2,1.6790603388429806,new
2023-03-02,10912437@n,21,1,13900.0,4,1,1,1.0367001883007891,new
2023-03-02,109293609@n,135,2,59600.0,2,2,2,2.0,esc
2023-03-02,10931152@n,117,1,36000.0,2,1,1,1.012233396100263,esc
2023-03-02,109322683@n,57,1,38900.0,3,1,1,1.024466792200526,new
2023-03-02,109328480@n,68,1,109500.0,3,1,3,2.333653885485435,semi-VIP
2023-03-02,10940450@n,93,1,13900.0,3,1,1,1.024466792200526,new
2023-03-02,109597285@n,142,1,17900.0,2,1,1,1.012233396100263,esc
2023-03-02,10962397@n,10,2,78300.0,4,2,2,2.024466792200526,new
2023-03-02,109775882@n,42,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,109821260@n,61,1,15500.0,3,1,1,1.024466792200526,new
2023-03-02,109881941@n,112,1,12700.0,2,1,1,1.012233396100263,esc
2023-03-02,109882957@n,111,1,36700.0,2,1,1,1.012233396100263,esc
2023-03-02,10989183@n,48,1,31800.0,3,1,1,1.024466792200526,new
2023-03-02,10994947@n,15,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,1100049927@g,64,1,65800.0,3,1,2,1.6790603388429806,new
2023-03-02,110021152@n,66,1,35700.0,3,1,1,1.024466792200526,new
2023-03-02,110025838@n,19,1,22100.0,4,1,1,1.0367001883007891,new
2023-03-02,110073769@n,172,1,29800.0,1,1,1,1.0,esc
2023-03-02,11026447@n,75,1,53300.0,3,1,2,1.6790603388429806,new
2023-03-02,110269388@n,110,1,33900.0,2,1,1,1.012233396100263,esc
2023-03-02,110284475@n,9,1,49100.0,4,1,1,1.0367001883007891,new
2023-03-02,110408606@n,111,1,24000.0,2,1,1,1.012233396100263,esc
2023-03-02,11042265@n,27,1,40733.0,4,1,1,1.0367001883007891,new
2023-03-02,1104331@n,76,1,65800.0,3,1,2,1.6790603388429806,new
2023-03-02,110583373@n,89,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,110771920@n,10,3,119973.0,4,3,3,3.012233396100263,VIP
2023-03-02,110898523@n,60,1,31400.0,3,1,1,1.024466792200526,new
2023-03-02,11102967@n,71,1,31700.0,3,1,1,1.024466792200526,new
2023-03-02,11110783@n,72,1,31400.0,3,1,1,1.024466792200526,new
2023-03-02,11115826@n,63,1,31300.0,3,1,1,1.024466792200526,new
2023-03-02,111181951@n,91,1,39400.0,3,1,1,1.024466792200526,new
2023-03-02,111229290@n,105,2,53100.0,2,2,2,2.0,esc
2023-03-02,11126263@n,200,1,45900.0,1,1,1,1.0,esc
2023-03-02,111313141@n,86,1,31800.0,3,1,1,1.024466792200526,new
2023-03-02,111353133@n,118,1,47600.0,2,1,1,1.012233396100263,esc
2023-03-02,11136913@n,68,1,41568.0,3,1,1,1.024466792200526,new
2023-03-02,11150720@n,59,1,32300.0,3,1,1,1.024466792200526,new
2023-03-02,111569684@n,54,1,15900.0,3,1,1,1.024466792200526,new
2023-03-02,111579067@n,5,2,37929.0,4,2,1,1.3698732455580716,new
2023-03-02,11162567@n,104,1,12900.0,2,1,1,1.012233396100263,esc
2023-03-02,111717529@n,173,1,38800.0,1,1,1,1.0,esc
2023-03-02,111797576@n,47,1,9900.0,3,1,1,1.024466792200526,new
2023-03-02,111807439@n,128,1,42800.0,2,1,1,1.012233396100263,esc
2023-03-02,11181804@n,69,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,111911542@n,94,1,41900.0,3,1,1,1.024466792200526,new
2023-03-02,11199275@n,187,1,40000.0,1,1,1,1.0,esc
2023-03-02,11203673@n,36,1,33900.0,4,1,1,1.0367001883007891,new
2023-03-02,112075833@n,129,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,11233680@n,61,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,112407895@n,202,1,14500.0,1,1,1,1.0,esc
2023-03-02,112415436@n,140,1,30800.0,2,1,1,1.012233396100263,esc
2023-03-02,112435810@n,62,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,11247825@n,34,1,14900.0,4,1,1,1.0367001883007891,new
2023-03-02,112555290@n,1,1,36739.0,4,1,1,1.0367001883007891,new
2023-03-02,11260595@n,124,1,103000.0,2,1,2,1.6668269427427176,esc
2023-03-02,112633192@n,122,1,147000.0,2,1,3,2.3214204893851718,esc-VIP
2023-03-02,11277338@n,153,1,41000.0,1,1,1,1.0,esc
2023-03-02,112804268@n,21,1,19100.0,4,1,1,1.0367001883007891,new
2023-03-02,11285800@n,191,1,40715.0,1,1,1,1.0,esc
2023-03-02,1128604@n,28,1,21300.0,4,1,1,1.0367001883007891,new
2023-03-02,113105278@n,115,1,23000.0,2,1,1,1.012233396100263,esc
2023-03-02,113207167@n,173,1,28900.0,1,1,1,1.0,esc
2023-03-02,11328165@n,53,1,58200.0,3,1,2,1.6790603388429806,new
2023-03-02,113384592@n,50,1,60800.0,3,1,2,1.6790603388429806,new
2023-03-02,113428890@n,70,1,35400.0,3,1,1,1.024466792200526,new
2023-03-02,11347023@n,100,1,13900.0,2,1,1,1.012233396100263,esc
2023-03-02,113540362@n,151,1,16900.0,1,1,1,1.0,esc
2023-03-02,113641524@n,2,3,128000.0,4,3,3,3.012233396100263,VIP
2023-03-02,113725992@n,60,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,11373862@n,53,1,37800.0,3,1,1,1.024466792200526,new
2023-03-02,113745432@n,185,1,78800.0,1,1,2,1.6545935466424546,esc
2023-03-02,113812339@n,45,1,48700.0,4,1,1,1.0367001883007891,new
2023-03-02,11400382@n,77,1,30300.0,3,1,1,1.024466792200526,new
2023-03-02,114054137@n,76,1,33400.0,3,1,1,1.024466792200526,new
2023-03-02,114177924@n,96,3,83970.0,2,3,2,2.333173057257283,esc
2023-03-02,11419434@n,83,2,67700.0,3,2,2,2.012233396100263,new
2023-03-02,114213160@n,127,1,68800.0,2,1,2,1.6668269427427176,esc
2023-03-02,11422393@n,51,1,38900.0,3,1,1,1.024466792200526,new
2023-03-02,114227439@n,203,1,38800.0,1,1,1,1.0,esc
2023-03-02,114280276@n,57,1,17900.0,3,1,1,1.024466792200526,new
2023-03-02,11439082@n,140,1,16900.0,2,1,1,1.012233396100263,esc
2023-03-02,114421553@n,60,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,114422750@n,101,1,28500.0,2,1,1,1.012233396100263,esc
2023-03-02,114628746@n,72,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,114681825@n,196,1,16900.0,1,1,1,1.0,esc
2023-03-02,11472360@n,104,1,149000.0,2,1,3,2.3214204893851718,esc-VIP
2023-03-02,114826922@n,73,1,35400.0,3,1,1,1.024466792200526,new
2023-03-02,114915627@n,106,1,23000.0,2,1,1,1.012233396100263,esc
2023-03-02,11494831@n,12,1,40900.0,4,1,1,1.0367001883007891,new
2023-03-02,114986258@n,6,1,38900.0,4,1,1,1.0367001883007891,new
2023-03-02,115109105@n,50,1,67300.0,3,1,2,1.6790603388429806,new
2023-03-02,115131834@n,2,1,36000.0,4,1,1,1.0367001883007891,new
2023-03-02,115258094@n,77,3,117400.0,3,3,3,3.0,VIP
2023-03-02,11533530@n,197,1,40622.0,1,1,1,1.0,esc
2023-03-02,115357830@n,79,1,37133.0,3,1,1,1.024466792200526,new
2023-03-02,115405625@n,60,1,49400.0,3,1,1,1.024466792200526,new
2023-03-02,115441330@n,139,1,16900.0,2,1,1,1.012233396100263,esc
2023-03-02,11548134@n,121,1,31900.0,2,1,1,1.012233396100263,esc
2023-03-02,11550150@n,116,1,13900.0,2,1,1,1.012233396100263,esc
2023-03-02,115539670@n,35,1,13900.0,4,1,1,1.0367001883007891,new
2023-03-02,115554040@n,98,1,55700.0,2,1,2,1.6668269427427176,esc
2023-03-02,115577465@n,116,1,35300.0,2,1,1,1.012233396100263,esc
2023-03-02,115644916@n,146,1,79800.0,2,1,2,1.6668269427427176,esc
2023-03-02,11576582@n,104,1,38800.0,2,1,1,1.012233396100263,esc
2023-03-02,115880298@n,70,1,15500.0,3,1,1,1.024466792200526,new
2023-03-02,11594112@n,36,1,38800.0,4,1,1,1.0367001883007891,new
2023-03-02,115983687@n,77,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,115996385@n,28,1,62600.0,4,1,2,1.6912937349432435,new
2023-03-02,116089195@n,77,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,11613249@n,79,2,71699.0,3,2,2,2.012233396100263,new
2023-03-02,116166911@n,37,1,9900.0,4,1,1,1.0367001883007891,new
2023-03-02,116188490@n,112,1,11700.0,2,1,1,1.012233396100263,esc
2023-03-02,116211850@n,72,1,23300.0,3,1,1,1.024466792200526,new
2023-03-02,11630212@n,9,1,11900.0,4,1,1,1.0367001883007891,new
2023-03-02,11630224@n,5,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,116302470@n,99,1,38900.0,2,1,1,1.012233396100263,esc
2023-03-02,11631865@n,163,1,39500.0,1,1,1,1.0,esc
2023-03-02,11634872@n,74,1,33400.0,3,1,1,1.024466792200526,new
2023-03-02,11645847@n,71,1,31520.0,3,1,1,1.024466792200526,new
2023-03-02,116520103@n,76,1,29779.0,3,1,1,1.024466792200526,new
2023-03-02,116560396@n,8,1,37900.0,4,1,1,1.0367001883007891,new
2023-03-02,11666974@n,170,1,60600.0,1,1,2,1.6545935466424546,esc
2023-03-02,116774399@n,21,1,39900.0,4,1,1,1.0367001883007891,new
2023-03-02,11680220@n,79,1,40714.0,3,1,1,1.024466792200526,new
2023-03-02,11702166@n,35,1,54200.0,4,1,2,1.6912937349432435,new
2023-03-02,117060571@n,80,5,157144.0,3,4,3,3.333173057257283,VIP
2023-03-02,117065969@n,56,1,143500.0,3,1,3,2.333653885485435,semi-VIP
2023-03-02,11712616@n,83,1,31300.0,3,1,1,1.024466792200526,new
2023-03-02,117139043@n,170,1,13900.0,1,1,1,1.0,esc
2023-03-02,117160900@n,197,1,31100.0,1,1,1,1.0,esc
2023-03-02,117191273@n,3,1,28300.0,4,1,1,1.0367001883007891,new
2023-03-02,11720403@n,115,1,49800.0,2,1,1,1.012233396100263,esc
2023-03-02,117320027@n,128,1,17900.0,2,1,1,1.012233396100263,esc
2023-03-02,11732536@n,204,1,53400.0,1,1,2,1.6545935466424546,esc
2023-03-02,11733115@n,142,1,17900.0,2,1,1,1.012233396100263,esc
2023-03-02,11749639@n,116,1,146150.0,2,1,3,2.3214204893851718,esc-VIP
2023-03-02,11751797@n,21,1,10900.0,4,1,1,1.0367001883007891,new
2023-03-02,11754536@n,28,1,45800.0,4,1,1,1.0367001883007891,new
2023-03-02,11763063@n,86,1,40900.0,3,1,1,1.024466792200526,new
2023-03-02,117735562@n,3,1,24900.0,4,1,1,1.0367001883007891,new
2023-03-02,117821075@n,118,1,61800.0,2,1,2,1.6668269427427176,esc
2023-03-02,11789314@n,185,1,40000.0,1,1,1,1.0,esc
2023-03-02,117913317@n,17,1,22100.0,4,1,1,1.0367001883007891,new
2023-03-02,117989277@n,35,1,24900.0,4,1,1,1.0367001883007891,new
2023-03-02,118002574@n,76,2,84295.0,3,2,2,2.012233396100263,new
2023-03-02,118251827@n,82,1,41900.0,3,1,1,1.024466792200526,new
2023-03-02,11839894@n,104,1,49800.0,2,1,1,1.012233396100263,esc
2023-03-02,11848146@n,102,1,57200.0,2,1,2,1.6668269427427176,esc
2023-03-02,11850925@n,163,1,14900.0,1,1,1,1.0,esc
2023-03-02,118509722@n,71,2,45100.0,3,2,1,1.3576398494578086,new
2023-03-02,118647800@n,4,1,41000.0,4,1,1,1.0367001883007891,new
2023-03-02,118767825@n,134,1,15900.0,2,1,1,1.012233396100263,esc
2023-03-02,118783241@n,117,1,23000.0,2,1,1,1.012233396100263,esc
2023-03-02,118888756@n,70,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,11898479@n,77,1,31300.0,3,1,1,1.024466792200526,new
2023-03-02,119027211@n,125,1,41700.0,2,1,1,1.012233396100263,esc
2023-03-02,119106205@n,133,1,41900.0,2,1,1,1.012233396100263,esc
2023-03-02,11925565@n,77,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,119418008@n,63,1,30300.0,3,1,1,1.024466792200526,new
2023-03-02,1194789@n,127,1,51600.0,2,1,2,1.6668269427427176,esc
2023-03-02,119500749@n,163,1,37000.0,1,1,1,1.0,esc
2023-03-02,11964246@n,162,1,37100.0,1,1,1,1.0,esc
2023-03-02,119802548@n,96,2,60000.0,2,2,2,2.0,esc
2023-03-02,119935284@n,112,2,74800.0,2,2,2,2.0,esc
2023-03-02,1200948699@g,84,1,33900.0,3,1,1,1.024466792200526,new
2023-03-02,120185622@n,79,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,12038394@n,37,1,28900.0,4,1,1,1.0367001883007891,new
2023-03-02,12049956@n,201,1,30800.0,1,1,1,1.0,esc
2023-03-02,120687347@n,2,1,22100.0,4,1,1,1.0367001883007891,new
2023-03-02,12070635@n,83,2,34800.0,3,2,1,1.3576398494578086,new
2023-03-02,120831045@n,190,1,39900.0,1,1,1,1.0,esc
2023-03-02,12084251@n,130,1,40900.0,2,1,1,1.012233396100263,esc
2023-03-02,120859246@n,193,1,40900.0,1,1,1,1.0,esc
2023-03-02,120864479@n,101,1,26400.0,2,1,1,1.012233396100263,esc
2023-03-02,120951946@n,93,1,40739.0,3,1,1,1.024466792200526,new
2023-03-02,12101574@n,65,1,31400.0,3,1,1,1.024466792200526,new
2023-03-02,121063644@n,88,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,121188452@n,114,1,11700.0,2,1,1,1.012233396100263,esc
2023-03-02,121256514@n,25,1,9900.0,4,1,1,1.0367001883007891,new
2023-03-02,12127314@n,57,1,37800.0,3,1,1,1.024466792200526,new
2023-03-02,121460623@n,188,1,30300.0,1,1,1,1.0,esc
2023-03-02,12148095@n,64,1,25700.0,3,1,1,1.024466792200526,new
2023-03-02,121505209@n,149,1,29800.0,1,1,1,1.0,esc
2023-03-02,1215886@n,149,1,36900.0,1,1,1,1.0,esc
2023-03-02,12203735@n,128,1,41900.0,2,1,1,1.012233396100263,esc
2023-03-02,122046802@n,112,1,48000.0,2,1,1,1.012233396100263,esc
2023-03-02,12213688@n,70,1,52433.0,3,1,2,1.6790603388429806,new
2023-03-02,12214143@n,22,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,122307515@n,40,1,74800.0,4,1,2,1.6912937349432435,new
2023-03-02,12238947@n,191,1,31900.0,1,1,1,1.0,esc
2023-03-02,122557182@n,126,1,79100.0,2,1,2,1.6668269427427176,esc
2023-03-02,122698077@n,59,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,12271303@n,62,1,16500.0,3,1,1,1.024466792200526,new
2023-03-02,12291208@n,154,1,16900.0,1,1,1,1.0,esc
2023-03-02,123045083@n,59,1,35805.0,3,1,1,1.024466792200526,new
2023-03-02,12310194@n,113,1,10700.0,2,1,1,1.012233396100263,esc
2023-03-02,12313222@n,101,1,36977.0,2,1,1,1.012233396100263,esc
2023-03-02,12317695@n,114,1,35700.0,2,1,1,1.012233396100263,esc
2023-03-02,12321620@n,76,1,30400.0,3,1,1,1.024466792200526,new
2023-03-02,123295961@n,84,1,39283.0,3,1,1,1.024466792200526,new
2023-03-02,12339917@n,134,1,61800.0,2,1,2,1.6668269427427176,esc
2023-03-02,123476900@n,89,1,39773.0,3,1,1,1.024466792200526,new
2023-03-02,123981480@n,60,1,31400.0,3,1,1,1.024466792200526,new
2023-03-02,124074428@n,76,1,28200.0,3,1,1,1.024466792200526,new
2023-03-02,12416623@n,53,1,16775.0,3,1,1,1.024466792200526,new
2023-03-02,124242913@n,108,1,59700.0,2,1,2,1.6668269427427176,esc
2023-03-02,124267386@n,95,1,13900.0,3,1,1,1.024466792200526,new
2023-03-02,124274687@n,48,1,38900.0,3,1,1,1.024466792200526,new
2023-03-02,124290936@n,97,1,28500.0,2,1,1,1.012233396100263,esc
2023-03-02,124310074@n,162,1,40900.0,1,1,1,1.0,esc
2023-03-02,124539687@n,95,1,27900.0,3,1,1,1.024466792200526,new
2023-03-02,124653963@n,13,1,13900.0,4,1,1,1.0367001883007891,new
2023-03-02,12481431@n,92,1,153000.0,3,1,3,2.333653885485435,semi-VIP
2023-03-02,124876022@n,45,1,25900.0,4,1,1,1.0367001883007891,new
2023-03-02,124945497@n,100,1,27300.0,2,1,1,1.012233396100263,esc
2023-03-02,12511279@n,19,1,36900.0,4,1,1,1.0367001883007891,new
2023-03-02,125216431@n,65,1,30300.0,3,1,1,1.024466792200526,new
2023-03-02,125250133@n,85,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,125259035@n,202,1,30100.0,1,1,1,1.0,esc
2023-03-02,125277615@n,191,1,67800.0,1,1,2,1.6545935466424546,esc
2023-03-02,125329703@n,76,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,125411188@n,160,1,16300.0,1,1,1,1.0,esc
2023-03-02,125502927@n,68,2,43100.0,3,2,1,1.3576398494578086,new
2023-03-02,125531423@n,61,1,32400.0,3,1,1,1.024466792200526,new
2023-03-02,12562081@n,49,1,16900.0,3,1,1,1.024466792200526,new
2023-03-02,125630286@n,204,1,32113.0,1,1,1,1.0,esc
2023-03-02,12566428@n,60,1,59370.0,3,1,2,1.6790603388429806,new
2023-03-02,12567529@n,64,1,49400.0,3,1,1,1.024466792200526,new
2023-03-02,125799406@n,17,1,13900.0,4,1,1,1.0367001883007891,new
2023-03-02,12627679@n,154,1,40900.0,1,1,1,1.0,esc
2023-03-02,12628260@n,118,1,37000.0,2,1,1,1.012233396100263,esc
2023-03-02,126400585@n,85,1,37900.0,3,1,1,1.024466792200526,new
2023-03-02,12643408@n,68,2,28400.0,3,2,1,1.3576398494578086,new
2023-03-02,126445622@n,76,1,33300.0,3,1,1,1.024466792200526,new
2023-03-02,12648576@n,61,1,14700.0,3,1,1,1.024466792200526,new
2023-03-02,12661846@n,178,1,52700.0,1,1,2,1.6545935466424546,esc
2023-03-02,126798430@n,84,1,16400.0,3,1,1,1.024466792200526,new
2023-03-02,126865340@n,107,2,28800.0,2,2,1,1.3454064533575456,esc
2023-03-02,12689520@n,79,2,77660.0,3,2,2,2.012233396100263,new
2023-03-02,12705259@n,141,1,86800.0,2,1,2,1.6668269427427176,esc
2023-03-02,12713859@n,92,1,40900.0,3,1,1,1.024466792200526,new
2023-03-02,127183624@n,134,1,15900.0,2,1,1,1.012233396100263,esc
2023-03-02,127230816@n,192,1,37334.0,1,1,1,1.0,esc
2023-03-02,12724702@n,199,1,40900.0,1,1,1,1.0,esc
2023-03-02,127260993@n,48,2,104700.0,3,2,3,2.6668269427427176,semi-VIP
2023-03-02,127284223@n,146,1,48800.0,2,1,1,1.012233396100263,esc
2023-03-02,127307467@n,146,1,16900.0,2,1,1,1.012233396100263,esc
2023-03-02,12748594@n,180,1,206600.0,1,1,3,2.309187093284909,esc-VIP
2023-03-02,127492540@n,66,1,32400.0,3,1,1,1.024466792200526,new
